Municipio,Homicidio Doloso,Homicidio Doloso de Transito,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Extorsao,Extorsao Mediante Sequestro,Estelionato,Delitos Relacionados a Corrupcao,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
BARROS CASSAL,1,0,60,7,8,0,0,0,0,8,1,8,3,2
BENJAMIN CONSTANT DO SUL,0,0,11,1,0,0,0,0,0,1,0,1,0,0
BENTO GONCALVES,15,2,1544,274,326,0,74,9,0,154,0,81,104,52
BOA VISTA DAS MISSOES,0,0,10,0,5,0,0,0,0,2,0,0,0,0
BOA VISTA DO BURICA,0,0,9,3,1,0,1,0,0,6,0,1,0,0
BOA VISTA DO CADEADO,0,0,32,3,1,0,0,0,0,1,0,0,0,0
BOA VISTA DO INCRA,0,0,17,0,0,0,0,0,0,1,0,2,0,0
BOA VISTA DO SUL,1,0,18,0,0,0,1,0,0,0,0,0,0,0
BOM JESUS,1,1,120,10,19,0,0,0,0,25,0,5,12,19
BOM PRINCIPIO,2,0,85,9,19,0,5,0,0,11,0,4,31,5
BOM PROGRESSO,0,0,19,3,0,0,0,0,0,1,0,3,2,0
BOM RETIRO DO SUL,1,0,102,7,11,0,1,0,0,6,0,3,5,1
BOQUEIRAO DO LEAO,0,0,48,2,3,0,0,0,0,5,0,2,0,0
BOSSOROCA,0,0,65,1,1,0,0,0,0,1,0,9,0,0
BOZANO,0,0,24,0,2,0,0,0,0,1,0,1,0,0
BRAGA,3,0,57,4,1,0,0,0,0,1,0,6,1,0
BROCHIER,0,0,14,3,1,0,0,0,0,2,0,0,1,2
BUTIA,7,0,459,8,45,0,1,0,0,23,0,18,20,16
CACAPAVA DO SUL,2,0,495,24,47,1,1,0,0,15,1,11,14,8
CACEQUI,0,0,272,2,7,0,0,0,0,11,0,12,5,1
CACHOEIRA DO SUL,6,0,1263,52,121,0,2,2,0,71,1,25,54,45
CACHOEIRINHA,21,0,1570,334,784,1,187,3,1,273,7,65,464,141
CACIQUE DOBLE,0,0,40,1,2,0,1,0,0,1,0,3,1,0
CAIBATE,0,0,22,2,1,0,0,0,0,3,1,1,1,2
CAICARA,0,0,31,0,2,0,0,0,0,2,0,2,2,0
CAMAQUA,5,1,1093,66,131,0,4,3,0,100,3,23,80,36
CAMARGO,1,0,15,0,4,0,1,0,0,1,0,5,1,0
CAMBARA DO SUL,0,0,77,3,2,0,1,0,0,5,1,4,0,4
CAMPESTRE DA SERRA,0,0,26,0,9,0,0,0,0,2,0,3,1,0
CAMPINA DAS MISSOES,0,0,23,1,1,0,0,0,0,1,1,2,0,0
CAMPINAS DO SUL,0,0,43,0,1,0,0,0,0,3,0,4,1,1
CAMPO BOM,6,0,907,244,407,1,101,4,0,55,1,26,193,28
CAMPO NOVO,0,0,57,6,7,0,1,0,0,5,1,8,9,12
CAMPOS BORGES,0,0,11,2,1,0,0,0,0,2,0,2,0,0
CANDELARIA,7,0,364,32,37,0,6,0,0,29,0,27,14,6
CANDIDO GODOI,1,0,28,0,0,0,0,0,0,1,0,1,0,0
CANDIOTA,0,0,168,3,0,0,0,1,0,3,0,3,3,0
CANELA,4,0,938,41,58,0,2,0,1,98,4,22,52,40
CANGUCU,2,0,377,27,29,1,4,0,0,21,0,30,11,14
CANOAS,103,0,5716,559,2613,6,658,17,1,638,5,226,1485,340
CANUDOS DO VALE,0,0,6,0,1,0,0,0,0,1,0,0,0,0
CAPAO BONITO DO SUL,0,0,27,0,1,0,0,0,0,3,0,2,0,0
CAPAO DA CANOA,13,0,1574,127,221,0,22,2,0,109,1,33,129,58
CAPAO DO CIPO,0,0,24,1,1,0,0,1,0,1,0,6,0,0
CAPAO DO LEAO,1,0,226,9,62,1,2,0,0,17,2,28,14,14
CAPELA DE SANTANA,4,0,120,7,9,0,3,0,0,5,0,1,27,1
CAPITAO,0,0,13,2,0,0,0,0,0,1,0,0,1,0
CAPIVARI DO SUL,0,0,50,3,3,0,0,1,0,3,1,7,2,1
CARAA,1,0,60,0,3,0,0,0,0,2,0,1,1,0
CARAZINHO,4,0,1006,91,130,1,20,0,0,143,4,58,49,34
CARLOS BARBOSA,2,1,223,11,22,1,15,0,0,37,0,9,6,2
CARLOS GOMES,0,0,16,0,0,0,0,0,0,0,0,3,0,0
CASCA,0,0,84,6,14,0,8,1,0,10,0,6,13,2
CASEIROS,0,0,31,5,3,0,4,0,0,4,0,0,1,0
CATUIPE,2,0,93,2,3,0,0,0,0,9,0,7,4,1
CAXIAS DO SUL,86,0,6016,1414,2706,8,664,18,0,621,7,271,306,259
CENTENARIO,0,0,11,0,0,0,0,0,0,1,0,2,0,0
CERRITO,1,0,57,0,5,0,0,0,0,1,0,2,0,0
CERRO BRANCO,0,0,23,1,0,0,0,0,0,1,0,3,0,0
CERRO GRANDE,1,0,13,2,1,0,0,0,0,0,0,2,0,0
CERRO GRANDE DO SUL,2,0,102,8,14,0,1,0,0,6,0,5,0,5
CERRO LARGO,0,0,121,3,4,0,0,1,0,8,0,5,3,7
CHAPADA,0,0,47,2,2,0,0,1,0,3,2,6,1,0
CHARQUEADAS,5,0,309,12,32,0,1,0,0,28,110,16,176,117
CHARRUA,0,0,14,0,2,0,0,0,0,3,0,0,0,0
CHIAPETTA,0,0,52,0,3,0,0,0,0,5,0,0,1,0
CHUI,1,1,130,3,4,0,0,0,0,5,0,0,15,3
CHUVISCA,0,0,43,1,0,0,0,1,0,0,0,3,0,0
CIDREIRA,4,0,589,30,78,1,9,1,0,36,2,15,66,23
CIRIACO,1,0,117,5,8,0,2,0,0,4,0,8,0,0
COLINAS,0,0,33,0,2,0,0,0,0,1,0,1,1,0
COLORADO,0,0,17,0,1,0,1,0,0,4,0,1,2,0
CONDOR,0,0,59,0,4,0,1,0,0,8,0,3,0,2
CONSTANTINA,2,0,78,6,7,0,0,0,0,5,0,1,1,3
COQUEIRO BAIXO,0,0,5,0,0,0,0,0,0,0,0,0,0,0
COQUEIROS DO SUL,0,0,14,0,0,0,0,0,0,0,0,0,0,0
CORONEL BARROS,0,0,35,1,0,0,0,0,0,0,0,1,0,0
CORONEL BICACO,1,0,107,9,9,0,1,0,0,1,0,8,6,5
CORONEL PILAR,1,0,15,0,1,0,0,0,0,0,0,0,0,0
COTIPORA,0,0,24,5,0,0,1,0,0,4,0,3,0,0
COXILHA,0,0,34,2,2,0,1,0,0,3,0,3,2,0
CRISSIUMAL,1,0,110,10,5,0,0,0,0,7,1,8,6,4
CRISTAL,1,0,71,2,4,0,0,0,0,5,0,8,4,2
CRISTAL DO SUL,0,0,9,1,0,0,2,0,0,0,0,3,1,0
CRUZ ALTA,6,0,1229,63,156,1,8,1,0,94,4,64,45,28
CRUZALTENSE,0,0,14,1,0,0,0,0,0,0,0,3,0,0
CRUZEIRO DO SUL,0,0,139,10,27,0,5,0,0,14,1,2,6,2
DAVID CANABARRO,0,0,47,7,1,0,0,0,0,6,1,2,0,0
DERRUBADAS,1,0,30,2,1,0,0,0,0,0,0,5,0,0
DEZESSEIS DE NOVEMBRO,0,0,25,0,0,0,0,0,0,3,0,6,0,0
DILERMANDO DE AGUIAR,0,0,52,1,1,0,0,0,0,0,0,6,0,0
DOIS IRMAOS,1,1,218,38,28,0,11,0,0,29,0,7,56,5
DOIS IRMAOS DAS MISSOES,0,0,11,0,0,0,0,0,0,0,0,2,0,0
DOIS LAJEADOS,0,0,11,1,3,0,2,0,0,0,0,0,0,0
DOM FELICIANO,3,0,105,10,8,0,0,0,0,5,0,19,2,1
DOM PEDRITO,8,0,390,17,35,0,0,1,0,41,3,37,29,26
DOM PEDRO DE ALCANTARA,0,0,14,1,3,0,0,0,0,0,0,0,0,0
DONA FRANCISCA,0,0,43,2,2,0,0,0,0,5,0,1,1,1
DOUTOR RICARDO,0,0,15,1,1,0,0,0,0,2,0,2,1,0
DR MAURICIO CARDOSO,0,0,50,3,0,0,0,0,0,3,1,0,0,1
ELDORADO DO SUL,9,0,526,22,136,0,9,3,0,54,2,36,61,53
ENCANTADO,0,0,322,26,19,0,2,2,0,27,1,17,30,15
ENCRUZILHADA DO SUL,5,0,444,16,28,1,3,1,0,24,0,14,3,9
ENGENHO VELHO,0,0,10,0,0,0,0,0,0,0,0,1,0,0
ENTRE IJUIS,0,0,80,1,3,0,0,0,0,9,0,6,4,0
ENTRE RIOS DO SUL,0,0,39,1,1,0,0,0,0,3,0,3,4,1
EREBANGO,0,0,45,0,1,0,1,0,0,1,0,0,0,0
ERECHIM,17,0,1427,125,188,1,10,6,0,161,0,123,305,74
ERNESTINA,1,0,75,1,5,0,3,0,0,0,1,8,1,0
ERVAL GRANDE,1,0,25,6,3,0,1,0,0,0,0,1,2,0
ERVAL SECO,2,0,31,2,0,0,0,0,0,1,0,3,0,0
ESMERALDA,0,0,37,0,2,0,0,0,0,0,0,3,2,0
ESPERANCA DO SUL,0,0,15,1,0,0,0,0,0,3,0,3,0,0
ESPUMOSO,1,0,117,7,10,0,0,0,0,13,1,3,16,7
ESTACAO,0,0,44,3,3,0,0,0,0,1,0,3,0,0
ESTANCIA VELHA,1,0,418,64,145,1,57,1,0,48,2,10,64,16
ESTEIO,13,0,1919,177,844,0,115,6,1,95,2,38,304,77
ESTRELA,0,0,441,24,54,0,5,1,0,44,0,10,87,22
ESTRELA VELHA,1,0,13,0,1,0,0,0,0,3,0,2,0,0
EUGENIO DE CASTRO,0,0,32,2,0,0,0,0,0,0,0,0,0,0
FAGUNDES VARELA,0,0,14,0,3,0,0,0,0,1,1,3,0,0
FARROUPILHA,9,0,931,130,168,0,47,4,0,97,5,45,144,46
FAXINAL DO SOTURNO,0,0,54,1,7,0,0,0,0,3,0,4,1,2
FAXINALZINHO,0,0,18,5,1,0,0,0,0,0,0,4,0,0
FAZENDA VILA NOVA,0,0,48,2,7,0,4,0,0,0,0,1,9,2
FELIZ,0,0,103,13,11,0,3,1,0,16,0,4,28,2
FLORES DA CUNHA,1,0,295,10,39,0,16,0,0,24,0,10,38,9
FLORIANO PEIXOTO,0,0,17,0,1,0,0,0,0,2,0,1,0,0
FONTOURA XAVIER,1,0,85,18,9,0,1,0,0,1,0,15,2,2
FORMIGUEIRO,1,0,63,1,1,0,1,0,0,9,0,6,0,3
FORQUETINHA,0,0,15,0,1,0,1,0,0,0,0,0,2,0
FORTALEZA DOS VALOS,0,0,41,2,5,0,3,0,0,3,0,2,2,0
FREDERICO WESTPHALEN,4,0,302,23,20,0,2,0,0,39,0,18,78,15
GARIBALDI,1,0,302,37,49,1,23,0,0,13,0,13,16,7
GARRUCHOS,0,0,89,0,0,0,0,1,0,0,0,3,0,0
GAURAMA,0,0,80,3,1,0,0,0,0,1,0,0,3,0
GENERAL CAMARA,0,0,124,2,3,0,0,0,0,17,0,7,0,1
GENTIL,0,0,38,1,7,0,0,0,0,2,0,5,0,0
GETULIO VARGAS,3,0,124,6,7,0,5,1,0,23,3,9,11,13
GIRUA,1,0,176,9,8,0,0,0,0,43,0,11,5,5
GLORINHA,0,0,119,6,15,0,5,0,0,5,0,10,0,3
GRAMADO,1,0,579,27,44,0,6,1,0,68,1,13,48,25
GRAMADO DOS LOUREIROS,0,0,20,1,2,0,0,0,0,0,0,0,0,0
GRAMADO XAVIER,0,0,14,2,0,0,0,0,0,1,0,1,0,0
GRAVATAI,73,0,3400,848,1531,3,339,8,2,483,12,198,641,256
GUABIJU,0,0,12,2,1,0,0,0,0,1,0,0,0,0
GUAIBA,23,0,1076,60,433,1,25,1,0,103,1,81,134,98
GUAPORE,4,0,355,42,14,0,3,1,0,48,2,12,28,19
GUARANI DAS MISSOES,0,0,110,1,13,0,0,1,0,6,0,2,1,0
HARMONIA,0,0,14,2,4,0,0,0,0,3,0,0,0,0
HERVAL,0,0,92,0,0,0,0,0,0,12,0,8,0,0
HERVEIRAS,0,0,12,1,1,0,0,0,0,1,0,0,1,0
HORIZONTINA,1,0,161,4,3,0,0,0,0,29,1,10,32,6
HULHA NEGRA,0,0,65,0,0,0,0,0,0,1,0,2,1,0
HUMAITA,0,0,34,4,0,0,0,0,0,1,0,0,2,0
IBARAMA,1,0,38,6,1,0,0,0,0,0,0,6,0,0
IBIACA,0,0,49,2,0,0,0,0,0,10,0,0,0,1
IBIRAIARAS,0,0,50,4,0,0,1,0,0,8,1,6,1,4
IBIRAPUITA,0,0,35,0,2,0,0,0,0,1,0,10,1,1
IBIRUBA,1,0,227,30,29,0,1,0,0,31,0,3,6,14
IGREJINHA,3,0,426,34,60,0,8,1,0,46,0,30,61,18
IJUI,7,0,1138,95,104,1,9,4,0,105,6,59,91,41
ILOPOLIS,0,0,37,1,6,0,0,0,0,5,0,6,1,0
IMBE,7,1,945,40,83,0,6,0,0,39,0,15,37,27
IMIGRANTE,0,0,23,2,1,0,0,0,0,3,0,2,1,0
INDEPENDENCIA,0,0,60,1,4,0,0,0,0,10,0,7,0,0
INHACORA,0,0,18,1,1,0,0,0,0,1,0,2,0,1
IPE,2,0,64,1,0,0,0,0,0,2,0,4,2,1
IPIRANGA DO SUL,1,0,15,1,1,0,0,0,0,0,0,2,0,0
IRAI,2,0,90,2,17,0,0,0,0,3,0,10,17,9
ITAARA,0,0,60,0,5,0,0,1,0,5,0,5,1,2
ITACURUBI,0,0,24,0,0,0,0,0,0,1,0,6,1,1
ITAPUCA,3,0,18,1,0,0,1,0,0,2,0,2,2,0
ITAQUI,0,0,338,11,53,0,1,2,0,44,2,24,48,155
ITATI,0,0,9,0,2,0,0,0,0,2,1,2,0,0
ITATIBA DO SUL,3,0,36,1,0,0,0,0,0,5,0,8,0,1
IVORA,0,0,22,0,0,0,0,0,0,1,0,0,0,0
IVOTI,1,0,183,29,21,0,4,1,0,39,1,2,41,4
JABOTICABA,0,0,16,1,3,0,0,0,0,3,0,4,0,0
JACUIZINHO,0,0,12,0,0,0,0,0,0,0,0,0,0,0
JACUTINGA,0,0,22,1,1,0,0,0,0,2,0,2,1,0
JAGUARAO,0,0,260,20,21,0,0,0,0,32,0,10,27,4
JAGUARI,0,0,65,0,4,0,0,0,0,10,0,6,3,8
JAQUIRANA,0,0,46,1,3,0,1,0,0,3,0,3,0,2
JARI,0,0,30,0,0,0,0,1,0,0,0,1,0,0
JOIA,1,0,59,5,1,0,0,0,0,7,0,7,0,0
JULIO DE CASTILHOS,3,0,261,11,29,0,2,0,0,27,2,22,16,10
LAGOA BONITA DO SUL,0,0,26,0,1,0,0,0,0,0,0,0,0,0
LAGOA DOS TRES CANTOS,0,0,10,1,3,0,0,0,0,1,0,1,0,0
LAGOA VERMELHA,4,0,498,12,50,0,1,0,0,54,2,37,48,30
LAGOAO,1,0,34,0,1,0,0,0,0,3,0,6,0,0
LAJEADO,11,0,1229,206,327,0,60,2,0,151,2,93,261,99
LAJEADO DO BUGRE,0,0,13,1,4,0,0,0,0,0,0,4,0,0
LAVRAS DO SUL,0,0,63,3,1,0,0,0,0,3,0,5,6,2
LIBERATO SALZANO,1,0,36,5,2,0,0,0,0,1,0,3,2,0
LINDOLFO COLLOR,0,0,25,2,0,0,0,1,0,2,1,2,8,1
LINHA NOVA,0,0,3,0,0,0,0,0,0,3,0,0,1,0
MACAMBARA,0,0,36,1,0,0,0,0,0,0,0,1,0,1
MACHADINHO,0,0,69,9,3,0,0,0,0,4,0,3,0,1
MAMPITUBA,1,0,9,0,0,0,0,0,0,3,0,1,0,0
MANOEL VIANA,0,0,55,1,2,0,0,0,0,4,2,8,2,3
MAQUINE,0,0,92,1,10,0,2,1,0,1,0,5,2,2
MARATA,0,0,7,3,0,0,0,0,0,1,0,0,0,0
MARAU,7,0,471,53,92,0,43,0,0,73,0,52,29,6
MARCELINO RAMOS,0,0,42,1,1,0,0,1,0,4,0,2,4,1
MARIANA PIMENTEL,0,0,58,0,6,0,1,1,0,0,0,3,1,0
MARIANO MORO,0,0,12,0,0,0,0,0,0,0,0,2,0,0
MARQUES DE SOUZA,0,0,46,0,3,0,1,0,0,3,0,2,4,0
MATA,0,0,51,1,0,0,0,0,0,5,1,3,0,0
MATO CASTELHANO,1,0,55,2,10,0,2,0,0,1,0,5,0,0
MATO LEITAO,0,0,11,0,3,0,0,0,0,2,0,2,0,0
MATO QUEIMADO,0,0,2,0,0,0,0,0,0,2,0,0,0,0
MAXIMILIANO DE ALMEIDA,0,0,36,2,0,0,0,0,0,5,0,6,1,0
MINAS DO LEAO,0,0,141,0,5,0,1,1,0,3,1,0,0,0
MIRAGUAI,1,0,43,12,3,0,0,0,0,5,1,0,2,0
MONTAURI,0,0,11,0,0,0,1,0,0,0,0,4,1,0
MONTE ALEGRE DOS CAMPOS,1,0,25,1,3,0,0,0,0,1,0,3,0,0
MONTE BELO DO SUL,0,0,15,0,3,0,1,0,0,1,0,0,0,0
MONTENEGRO,10,0,1003,52,98,1,7,0,0,66,2,17,548,61
MORMACO,0,0,12,4,5,0,0,0,0,2,0,2,0,0
MORRINHOS DO SUL,0,0,9,1,0,0,0,0,0,1,0,0,0,0
MORRO REDONDO,0,0,46,5,1,0,2,0,0,2,0,4,0,0
MORRO REUTER,0,0,32,2,4,0,3,1,0,2,0,0,0,0
MOSTARDAS,2,0,210,9,5,1,1,0,0,10,0,1,8,6
MUCUM,0,0,82,2,7,0,0,0,0,0,1,0,9,1
MUITOS CAPOES,2,0,34,1,0,0,0,0,0,2,0,2,2,1
MULITERNO,0,0,45,1,1,0,0,0,0,2,0,5,0,0
NAO-ME-TOQUE,3,0,259,23,26,0,3,0,0,25,0,15,17,5
NICOLAU VERGUEIRO,1,0,13,1,0,1,2,0,0,0,0,3,2,0
NONOAI,1,0,196,6,16,0,3,0,0,9,0,10,3,3
NOVA ALVORADA,0,0,24,1,2,0,1,0,0,1,1,8,0,0
NOVA ARACA,0,0,41,2,7,0,0,1,0,2,0,1,0,0
NOVA BASSANO,0,0,56,8,5,0,2,0,0,13,1,11,5,2
NOVA BOA VISTA,0,0,4,0,1,0,0,0,0,0,0,0,0,0
NOVA BRESCIA,0,0,24,1,2,0,0,0,0,2,0,0,5,3
NOVA CANDELARIA,0,0,6,0,1,0,1,0,0,1,0,0,0,0
NOVA ESPERANCA DO SUL,0,0,32,0,0,0,0,0,0,3,0,6,2,0
NOVA HARTZ,3,0,167,14,25,0,8,1,0,31,0,5,7,15
NOVA PADUA,0,0,11,0,0,0,0,0,0,1,0,0,0,0
NOVA PALMA,0,0,51,0,4,0,0,0,0,12,1,3,0,0
NOVA PETROPOLIS,0,0,179,0,15,0,6,1,0,15,1,2,24,5
NOVA PRATA,1,0,237,16,15,0,3,1,0,15,0,15,13,22
NOVA RAMADA,0,0,11,2,0,0,0,0,0,2,0,1,0,0
NOVA ROMA DO SUL,1,0,21,0,0,0,0,0,0,1,0,0,0,0
NOVA SANTA RITA,2,0,299,31,38,0,11,1,0,13,1,7,36,4
NOVO BARREIRO,0,0,18,6,0,0,0,0,0,2,0,1,0,0
NOVO CABRAIS,0,0,24,4,1,0,0,0,0,1,0,3,0,0
NOVO HAMBURGO,63,1,3619,1094,1991,3,597,13,0,649,14,158,506,226
NOVO MACHADO,1,0,26,1,2,0,0,0,0,1,0,1,1,1
NOVO TIRADENTES,0,0,9,0,0,0,0,0,0,0,0,0,0,0
NOVO XINGU,0,0,4,0,0,0,0,0,0,0,0,0,0,0
OSORIO,5,0,1168,99,128,0,5,1,0,100,0,21,196,93
PAIM FILHO,1,0,47,0,1,0,0,0,0,0,0,2,0,0
PALMARES DO SUL,4,0,328,16,22,0,2,0,0,14,0,9,19,10
PALMEIRA DAS MISSOES,3,0,365,33,34,0,1,1,0,36,1,36,25,39
PALMITINHO,0,0,14,1,1,0,0,0,0,1,1,0,3,0
PANAMBI,2,0,392,21,23,2,2,3,0,48,0,20,9,23
PANTANO GRANDE,0,0,120,2,10,1,1,0,0,6,1,6,10,6
PARAI,1,0,55,2,2,0,1,0,0,6,0,1,8,0
PARAISO DO SUL,0,0,40,1,2,0,0,0,0,2,0,5,0,0
PARECI NOVO,0,0,21,0,8,0,0,1,0,2,0,1,2,0
PAROBE,9,0,537,103,120,0,27,2,0,106,1,31,32,28
PASSA SETE,2,0,54,2,0,0,0,0,0,0,0,3,0,0
PASSO DO SOBRADO,0,0,62,2,12,0,2,0,0,5,1,3,1,1
PASSO FUNDO,45,0,2544,427,1101,5,258,4,0,363,4,254,173,112
PAULO BENTO,0,0,28,1,4,0,0,0,0,2,0,1,1,0
PAVERAMA,1,0,46,1,6,0,6,0,0,2,0,5,3,2
PEDRAS ALTAS,0,0,51,1,2,0,0,0,0,0,0,2,0,0
PEDRO OSORIO,2,0,141,2,26,2,0,0,0,8,0,8,9,2
PEJUCARA,0,0,26,2,2,0,1,0,0,4,0,2,1,2
PELOTAS,53,0,5326,643,2827,5,276,10,0,531,17,227,196,159
PICADA CAFE,0,0,21,1,3,0,0,0,0,2,0,0,0,0
PINHAL,0,0,29,2,3,0,0,0,0,0,0,0,0,0
PINHAL DA SERRA,1,0,20,0,1,0,0,0,0,0,0,2,0,0
PINHAL GRANDE,0,0,39,2,1,0,0,0,0,3,0,2,0,0
PINHEIRINHO DO VALE,0,0,13,0,2,0,0,0,0,0,0,3,0,1
PINHEIRO MACHADO,0,0,239,3,15,0,0,0,0,12,0,8,5,6
PINTO BANDEIRA,1,0,11,0,0,0,0,0,0,0,0,0,0,0
PIRAPO,0,0,28,1,1,0,0,0,0,1,0,1,0,0
PIRATINI,0,0,260,7,15,0,3,2,0,15,1,15,6,8
PLANALTO,2,0,146,7,4,0,0,0,1,4,0,12,4,3
POCO DAS ANTAS,0,0,13,0,0,0,0,0,0,0,0,0,0,0
PONTAO,0,0,65,0,1,0,1,0,0,2,0,1,0,0
PONTE PRETA,0,0,15,0,0,0,0,0,0,0,0,0,0,0
PORTAO,4,0,448,73,90,1,33,0,0,54,2,11,48,23
PORTO ALEGRE,463,4,35919,3913,19301,25,6490,97,6,5100,96,941,1005,3084
PORTO LUCENA,0,0,30,1,1,0,0,0,0,3,0,1,0,1
PORTO MAUA,0,0,36,5,0,0,0,0,0,4,0,8,1,1
PORTO VERA CRUZ,0,0,12,0,0,0,0,0,0,0,0,1,1,0
PORTO XAVIER,1,0,94,2,2,0,0,0,0,5,0,13,3,2
POUSO NOVO,0,0,15,0,0,0,0,0,0,4,0,1,0,0
PRESIDENTE LUCENA,0,0,14,0,0,0,0,0,0,4,0,0,2,0
PROGRESSO,0,0,39,0,4,0,0,0,0,2,0,6,1,1
PROTASIO ALVES,0,0,9,0,1,0,0,0,0,0,1,4,0,0
PUTINGA,0,0,50,0,4,0,0,0,0,6,1,3,1,0
QUARAI,1,0,326,17,9,0,1,0,0,28,1,16,11,6
QUATRO IRMAOS,0,0,24,0,1,0,0,0,0,2,0,2,0,0
QUEVEDOS,0,0,19,0,0,0,0,0,0,0,0,1,0,0
QUINZE DE NOVEMBRO,0,0,47,2,3,0,1,0,0,1,0,0,1,0
REDENTORA,1,0,53,6,1,0,1,0,0,1,0,8,3,0
RELVADO,0,0,13,0,0,0,0,0,0,0,0,0,0,0
RESTINGA SECA,2,0,153,9,13,1,1,0,0,12,0,12,7,8
RIO DOS INDIOS,1,0,38,2,0,0,0,0,0,1,0,3,0,0
RIO GRANDE,30,1,3731,302,1540,3,37,27,0,336,2,177,209,318
RIO PARDO,2,0,546,23,49,0,1,0,0,34,5,26,70,19
RIOZINHO,0,0,43,1,1,0,1,0,0,4,0,5,3,0
ROCA SALES,0,0,129,5,7,1,1,0,0,6,0,4,0,4
RODEIO BONITO,0,0,34,5,1,0,0,0,0,1,1,4,5,0
ROLADOR,0,0,11,0,0,0,0,1,0,0,0,3,0,0
ROLANTE,4,0,201,13,26,1,7,1,1,21,0,10,21,4
RONDA ALTA,0,0,70,3,8,0,1,0,0,3,0,4,5,2
RONDINHA,0,0,20,1,3,0,0,0,0,5,0,1,0,1
ROQUE GONZALES,1,0,65,2,2,0,0,0,0,4,0,4,1,2
ROSARIO DO SUL,8,0,669,16,57,1,2,0,0,31,0,60,38,21
SAGRADA FAMILIA,0,0,14,2,1,0,0,0,0,0,0,2,0,0
SALDANHA MARINHO,0,0,11,3,1,0,0,0,0,2,0,0,0,0
SALTO DO JACUI,3,0,176,9,9,0,0,0,0,10,0,9,4,5
SALVADOR DAS MISSOES,0,0,11,0,0,0,0,0,0,1,0,0,0,1
SALVADOR DO SUL,0,0,48,4,4,0,0,0,0,3,0,1,5,1
