Municipio,Homicidio Doloso,Homicidio Doloso de Transito,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Extorsao,Extorsao Mediante Sequestro,Estelionato,Delitos Relacionados a Corrupcao,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
SANANDUVA,0,0,102,8,13,0,2,0,0,15,0,17,1,3
SANTA BARBARA DO SUL,1,0,76,3,5,0,0,1,0,14,0,10,1,0
SANTA CECILIA DO SUL,0,0,18,0,0,0,0,0,0,1,0,1,0,0
SANTA CLARA DO SUL,0,0,42,0,2,0,0,0,0,0,0,0,1,0
SANTA CRUZ DO SUL,9,0,2088,281,307,1,20,10,0,189,4,49,147,105
SANTA MARGARIDA DO SUL,0,0,36,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,25,0,4199,332,1167,4,50,15,1,608,3,145,415,202
SANTA MARIA DO HERVAL,0,0,25,1,2,0,0,0,0,1,1,2,2,0
SANTA ROSA,3,0,842,75,72,0,2,2,0,70,2,31,103,68
SANTA TEREZA,0,0,16,1,2,0,0,0,0,2,0,0,0,0
SANTA VITORIA DO PALMAR,2,0,674,16,41,2,1,3,0,31,1,15,18,4
SANTANA DA BOA VISTA,1,0,53,2,1,0,1,0,0,3,0,7,0,0
SANTANA DO LIVRAMENTO,6,0,1272,115,122,0,11,2,0,79,3,53,48,32
SANTIAGO,2,0,645,12,48,0,2,1,0,124,2,35,27,28
SANTO ANGELO,7,0,1390,80,197,0,1,4,0,110,2,66,54,27
SANTO ANTONIO DA PATRULHA,2,0,476,19,49,0,6,2,0,32,0,18,21,22
SANTO ANTONIO DAS MISSOES,3,0,147,0,11,0,0,0,0,9,0,14,3,2
SANTO ANTONIO DO PALMA,0,0,21,0,1,0,0,0,0,0,0,1,0,0
SANTO ANTONIO DO PLANALTO,0,0,20,0,0,0,0,0,0,0,0,1,0,1
SANTO AUGUSTO,0,0,116,4,13,0,0,2,0,20,0,12,7,7
SANTO CRISTO,0,0,73,8,1,0,0,0,0,7,0,4,9,3
SANTO EXPEDITO DO SUL,0,0,9,0,0,0,0,0,0,0,0,6,0,0
SAO BORJA,9,0,977,33,99,0,2,3,0,46,5,29,55,122
SAO DOMINGOS DO SUL,0,0,16,0,3,0,0,0,0,0,0,1,1,0
SAO FRANCISCO DE ASSIS,0,0,181,3,11,0,0,0,0,19,0,22,8,4
SAO FRANCISCO DE PAULA,3,0,432,7,38,0,10,1,0,33,0,20,16,6
SAO GABRIEL,5,0,843,14,106,0,0,1,0,55,3,32,49,22
SAO JERONIMO,0,0,335,10,30,0,5,0,0,39,0,16,22,58
SAO JOAO DA URTIGA,1,0,15,1,1,0,1,0,0,1,0,5,0,0
SAO JOAO DO POLESINE,0,0,26,0,1,0,0,0,0,1,0,3,0,0
SAO JORGE,0,0,15,0,0,0,0,0,0,1,0,3,0,0
SAO JOSE DAS MISSOES,0,0,12,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO HERVAL,0,0,32,1,4,0,1,0,0,2,0,2,0,0
SAO JOSE DO HORTENCIO,0,0,12,1,2,0,1,0,0,0,1,0,0,0
SAO JOSE DO INHACORA,0,0,5,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO NORTE,2,0,398,4,40,0,0,3,0,9,0,5,17,11
SAO JOSE DO OURO,0,0,75,0,3,0,0,0,0,10,0,3,0,2
SAO JOSE DO SUL,0,0,13,0,2,0,1,0,0,1,0,1,0,0
SAO JOSE DOS AUSENTES,0,0,30,0,1,0,0,0,0,1,0,5,1,0
SAO LEOPOLDO,57,0,3896,518,1695,1,369,13,0,424,13,154,392,183
SAO LOURENCO DO SUL,1,0,500,12,36,0,3,2,0,43,0,12,20,18
SAO LUIZ GONZAGA,6,0,671,15,50,0,6,2,0,53,1,48,25,36
SAO MARCOS,0,0,200,10,23,0,1,0,0,17,0,12,15,14
SAO MARTINHO,0,0,33,1,4,0,0,0,0,1,0,3,0,0
SAO MARTINHO DA SERRA,0,0,78,1,2,0,0,0,0,2,0,1,0,0
SAO MIGUEL DAS MISSOES,1,0,64,2,6,0,0,0,0,2,0,1,0,0
SAO NICOLAU,0,0,125,2,3,0,1,1,0,4,1,13,1,1
SAO PAULO DAS MISSOES,0,0,24,0,1,0,0,0,0,1,0,0,1,0
SAO PEDRO DA SERRA,0,0,8,0,0,0,0,0,0,1,0,0,2,0
SAO PEDRO DAS MISSOES,0,0,12,0,0,0,0,0,0,1,0,2,0,0
SAO PEDRO DO BUTIA,0,0,18,0,0,0,0,0,0,0,0,0,0,0
SAO PEDRO DO SUL,0,0,346,5,39,0,0,0,0,22,0,12,3,5
SAO SEBASTIAO DO CAI,0,0,343,9,38,1,11,0,0,36,0,9,36,26
SAO SEPE,2,0,409,6,20,0,1,0,0,24,0,21,12,16
SAO VALENTIM,0,0,15,1,1,0,0,0,0,0,0,1,2,0
SAO VALENTIM DO SUL,0,0,18,1,2,0,0,0,0,0,0,1,0,0
SAO VALERIO DO SUL,0,0,14,2,0,0,0,0,0,0,0,0,0,0
SAO VENDELINO,0,0,17,2,1,0,2,0,0,1,0,1,0,0
SAO VICENTE DO SUL,1,0,122,6,4,0,0,0,0,12,0,6,1,5
SAPIRANGA,6,0,992,138,248,1,35,5,0,87,1,25,133,31
SAPUCAIA DO SUL,31,0,2215,323,1453,0,194,5,0,166,1,70,209,150
SARANDI,1,0,225,7,32,1,0,0,0,40,1,12,10,10
SEBERI,2,0,138,5,6,0,0,0,0,4,0,13,3,5
SEDE NOVA,0,0,8,0,0,0,0,0,0,1,0,0,0,0
SEGREDO,0,0,52,6,0,0,1,0,0,5,0,5,0,0
SELBACH,0,0,61,6,5,0,1,0,0,5,0,1,2,0
SENADOR SALGADO FILHO,1,0,26,1,0,0,0,0,0,2,0,1,0,0
SENTINELA DO SUL,0,0,101,7,14,0,0,0,0,1,0,4,1,2
SERAFINA CORREA,0,0,147,6,5,0,0,0,0,17,0,1,18,5
SERIO,0,0,24,0,0,0,0,0,0,0,0,0,1,1
SERTAO,1,0,51,1,2,0,0,0,0,12,0,5,1,1
SERTAO SANTANA,0,0,63,3,3,0,1,0,0,5,0,4,0,0
SETE DE SETEMBRO,0,0,17,0,1,0,0,0,0,0,0,0,0,0
SEVERIANO DE ALMEIDA,0,0,33,3,1,0,0,0,0,2,0,0,0,0
SILVEIRA MARTINS,0,0,34,1,0,0,0,0,0,1,0,0,0,0
SINIMBU,0,0,39,7,5,0,1,0,0,6,0,5,0,0
SOBRADINHO,0,0,320,6,19,0,1,0,0,20,1,8,17,10
SOLEDADE,7,0,820,23,68,1,1,2,0,40,2,31,40,14
TABAI,0,0,52,1,8,0,3,0,0,1,0,2,2,0
TAPEJARA,0,0,194,25,19,0,3,1,0,33,0,12,15,22
TAPERA,1,0,147,9,10,0,2,0,0,10,0,6,12,10
TAPES,1,0,308,6,22,0,1,0,0,9,0,8,8,7
TAQUARA,10,0,693,84,134,0,29,8,0,72,1,36,65,37
TAQUARI,1,0,266,17,26,0,3,0,0,52,0,10,26,8
TAQUARUCU DO SUL,0,0,20,0,0,0,1,0,0,0,0,1,0,1
TAVARES,0,0,65,0,1,0,0,0,0,3,0,1,3,6
TENENTE PORTELA,1,0,261,28,11,0,0,0,0,8,0,12,13,4
TERRA DE AREIA,0,0,158,13,13,0,3,0,0,9,0,3,4,4
TEUTONIA,0,0,255,6,26,0,1,0,0,23,0,4,19,3
TIO HUGO,0,0,34,3,6,0,1,0,0,1,0,1,0,0
TIRADENTES DO SUL,1,0,49,2,2,0,0,0,0,1,0,4,2,2
TOROPI,1,0,28,1,1,0,0,0,0,1,0,0,0,0
TORRES,4,0,843,88,90,0,12,2,1,111,1,13,165,77
TRAMANDAI,10,0,1630,87,206,2,21,6,0,129,0,33,135,98
TRAVESSEIRO,0,0,6,0,0,0,0,0,0,0,0,0,0,0
TRES ARROIOS,0,0,15,0,1,0,0,0,0,7,0,0,0,0
TRES CACHOEIRAS,0,0,101,8,13,0,2,0,1,8,0,0,4,0
TRES COROAS,1,0,250,16,41,0,2,1,0,43,0,7,22,12
TRES DE MAIO,0,0,280,5,32,0,4,0,0,22,0,2,5,2
TRES FORQUILHAS,0,0,23,0,1,0,0,0,0,1,0,0,0,1
TRES PALMEIRAS,2,0,14,1,2,0,0,0,0,3,0,3,1,0
TRES PASSOS,2,0,216,8,9,0,0,0,0,43,0,15,20,24
TRINDADE DO SUL,1,0,36,3,5,0,0,0,0,1,0,5,2,0
TRIUNFO,2,0,306,10,33,0,11,0,0,23,0,16,22,17
TUCUNDUVA,0,0,55,0,1,0,0,0,0,1,1,1,5,1
TUNAS,1,0,27,0,0,0,0,0,0,4,0,4,2,2
TUPANCI DO SUL,0,0,12,0,0,0,0,0,0,1,0,3,0,0
TUPANCIRETA,1,0,301,7,12,0,1,1,0,22,0,10,7,14
TUPANDI,0,0,14,3,0,0,0,0,0,1,0,0,0,0
TUPARENDI,1,0,58,1,0,0,0,0,0,3,0,1,0,0
TURUCU,0,0,21,2,3,0,0,0,0,0,0,0,1,0
UBIRETAMA,0,0,13,1,0,0,0,0,0,0,0,1,0,0
UNIAO DA SERRA,0,0,7,0,0,0,0,0,0,0,0,1,0,0
UNISTALDA,0,0,20,0,0,0,0,0,0,2,0,0,0,0
URUGUAIANA,7,0,1817,103,505,2,13,7,0,188,5,75,82,73
VACARIA,12,1,1014,33,154,1,3,4,0,119,0,66,56,72
VALE DO SOL,4,0,85,6,5,0,3,0,0,7,0,9,3,0
VALE REAL,0,0,39,2,1,0,0,0,0,4,0,1,2,3
VALE VERDE,1,0,62,1,7,0,0,0,0,0,0,4,2,0
VANINI,0,0,12,1,0,0,1,0,0,0,0,0,0,0
VENANCIO AIRES,8,0,694,35,94,1,22,0,0,89,0,31,25,23
VERA CRUZ,1,0,284,21,34,0,3,1,0,21,0,8,12,6
VERANOPOLIS,4,0,211,27,27,0,4,0,0,23,0,16,7,9
VESPASIANO CORREA,0,0,15,2,0,0,0,0,0,0,0,0,0,0
VIADUTOS,0,0,25,0,0,0,0,0,0,5,0,2,2,0
VIAMAO,64,0,2803,299,1440,2,225,16,1,293,0,114,456,199
VICENTE DUTRA,1,0,28,0,0,1,0,0,0,1,0,5,1,0
VICTOR GRAEFF,0,0,24,4,0,0,2,0,0,2,0,0,0,0
VILA FLORES,0,0,29,1,0,0,4,0,0,3,0,3,0,1
VILA LANGARO,0,0,14,0,0,0,0,0,0,2,0,1,0,0
VILA MARIA,0,0,25,0,2,0,2,0,0,4,0,9,1,0
VILA NOVA DO SUL,0,0,61,1,0,0,0,0,0,4,0,0,0,0
VISTA ALEGRE,0,0,19,0,0,1,0,0,0,1,0,5,0,2
VISTA ALEGRE DO PRATA,0,0,8,1,1,0,0,0,0,0,0,0,0,0
VISTA GAUCHA,0,0,13,0,1,0,0,0,0,4,0,0,1,0
VITORIA DAS MISSOES,0,0,23,3,2,0,2,0,0,1,0,2,0,0
WESTFALIA,0,0,19,2,2,0,1,0,0,0,0,0,0,0
XANGRI-LA,1,0,892,18,48,0,4,2,0,22,1,6,64,16
