Municipio,Homicidio Doloso,Homicidio Doloso de Transito,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Extorsao,Extorsao Mediante Sequestro,Estelionato,Delitos Relacionados a Corrupcao,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
SAO FRANCISCO DE PAULA,6,0,338,15,40,0,13,0,0,23,2,10,13,17
SAO GABRIEL,4,0,926,53,78,0,2,1,0,54,5,64,64,60
SAO JERONIMO,3,0,308,20,36,0,1,0,0,10,2,8,34,22
SAO JOAO DA URTIGA,1,0,25,6,2,0,0,0,0,6,0,4,0,0
SAO JOAO DO POLESINE,0,0,30,1,1,0,0,0,0,3,0,2,0,0
SAO JORGE,0,0,8,0,1,0,0,0,0,0,0,1,0,0
SAO JOSE DAS MISSOES,0,0,9,0,1,0,0,0,0,0,0,0,0,0
SAO JOSE DO HERVAL,1,0,26,1,1,0,0,0,0,1,0,0,1,2
SAO JOSE DO HORTENCIO,0,0,21,1,5,0,0,0,0,2,0,1,6,1
SAO JOSE DO INHACORA,0,0,8,2,0,0,0,0,0,2,0,3,0,0
SAO JOSE DO NORTE,5,0,404,24,79,1,0,0,0,8,0,21,31,15
SAO JOSE DO OURO,0,0,47,2,1,0,0,0,0,8,0,7,2,1
SAO JOSE DO SUL,0,0,24,4,3,0,0,0,0,1,0,0,0,0
SAO JOSE DOS AUSENTES,1,0,12,0,1,0,0,0,0,0,0,1,0,2
SAO LEOPOLDO,75,0,3030,708,2274,2,795,9,2,316,8,178,205,273
SAO LOURENCO DO SUL,0,0,409,28,37,0,2,0,0,28,0,20,41,23
SAO LUIZ GONZAGA,7,0,910,39,81,1,3,1,0,48,0,45,46,10
SAO MARCOS,1,0,262,15,54,0,13,0,0,25,1,11,26,12
SAO MARTINHO,2,0,39,2,2,0,0,0,0,4,0,4,0,0
SAO MARTINHO DA SERRA,0,0,76,2,1,0,0,0,0,2,0,2,0,0
SAO MIGUEL DAS MISSOES,0,0,76,1,3,0,1,0,0,1,0,6,2,2
SAO NICOLAU,2,0,117,2,2,0,0,0,0,2,0,13,2,0
SAO PAULO DAS MISSOES,1,0,35,2,0,0,2,0,0,1,0,2,1,0
SAO PEDRO DA SERRA,0,0,17,1,4,0,0,0,0,1,0,1,5,0
SAO PEDRO DAS MISSOES,1,0,14,1,2,0,0,0,0,1,1,2,1,0
SAO PEDRO DO BUTIA,0,0,24,1,1,0,0,0,0,1,0,0,0,0
SAO PEDRO DO SUL,1,0,289,7,17,0,0,0,0,16,1,9,5,5
SAO SEBASTIAO DO CAI,2,0,432,19,65,1,21,4,0,28,5,10,103,39
SAO SEPE,1,0,384,15,61,0,2,0,0,28,3,20,11,11
SAO VALENTIM,0,0,28,1,0,0,0,0,0,2,0,4,3,0
SAO VALENTIM DO SUL,0,0,30,1,4,0,1,0,0,1,0,1,0,0
SAO VALERIO DO SUL,0,0,23,0,1,0,0,0,0,0,0,7,0,0
SAO VENDELINO,0,0,21,1,8,0,6,0,0,0,0,0,3,0
SAO VICENTE DO SUL,0,0,156,1,7,0,0,0,0,7,0,7,5,3
SAPIRANGA,9,0,893,235,381,0,98,0,0,67,0,43,97,44
SAPUCAIA DO SUL,52,0,1556,398,1483,1,224,8,0,106,2,100,142,138
SARANDI,2,0,207,16,42,0,13,1,0,19,0,20,7,17
SEBERI,5,0,165,12,26,0,0,0,0,11,0,9,2,2
SEDE NOVA,1,0,16,0,1,0,0,0,0,1,0,2,1,0
SEGREDO,1,0,67,2,4,0,1,1,0,4,0,8,0,0
SELBACH,0,0,27,4,0,0,1,0,0,3,0,3,0,0
SENADOR SALGADO FILHO,0,0,18,1,0,0,1,0,0,0,1,0,1,0
SENTINELA DO SUL,1,0,82,6,6,0,3,0,0,1,0,0,0,0
SERAFINA CORREA,1,0,154,15,15,0,1,0,0,33,0,1,26,5
SERIO,0,0,17,1,1,0,0,0,0,0,0,1,1,0
SERTAO,0,0,86,4,6,0,0,0,0,11,1,6,0,2
SERTAO SANTANA,0,0,69,2,12,0,4,0,0,3,0,1,2,0
SETE DE SETEMBRO,0,0,50,0,1,0,1,0,0,1,0,1,0,0
SEVERIANO DE ALMEIDA,0,0,46,0,1,0,0,0,0,3,0,5,0,0
SILVEIRA MARTINS,0,0,17,1,0,0,0,0,0,2,1,0,0,3
SINIMBU,0,0,53,2,8,0,0,0,0,3,0,2,0,0
SOBRADINHO,0,0,409,10,38,0,1,0,0,18,0,12,30,19
SOLEDADE,2,0,564,32,61,3,8,5,0,59,8,37,63,97
TABAI,0,0,73,2,7,0,4,0,0,3,0,1,1,0
TAPEJARA,2,0,297,30,19,0,5,0,0,47,0,8,5,6
TAPERA,1,0,120,25,9,0,1,1,0,6,0,5,7,16
TAPES,5,0,422,14,67,0,7,1,0,17,0,16,16,3
TAQUARA,6,0,750,93,255,2,104,8,2,57,1,29,60,43
TAQUARI,2,0,347,36,42,1,14,1,0,46,2,14,11,6
TAQUARUCU DO SUL,0,0,30,5,3,0,0,0,0,1,0,0,0,1
TAVARES,0,0,81,5,1,0,0,0,0,5,2,6,6,12
TENENTE PORTELA,3,0,179,17,17,0,0,0,0,13,0,6,6,3
TERRA DE AREIA,0,0,192,12,32,1,8,0,0,9,1,7,3,8
TEUTONIA,3,0,303,13,41,0,7,0,0,18,0,5,31,10
TIO HUGO,1,0,36,0,8,0,5,0,0,2,0,2,0,0
TIRADENTES DO SUL,0,0,39,5,4,0,0,0,0,1,0,4,1,1
TOROPI,0,0,23,2,1,0,0,0,0,0,0,2,0,0
TORRES,11,0,823,63,169,0,18,2,0,91,1,30,115,79
TRAMANDAI,19,1,1582,151,554,2,103,4,0,141,1,41,130,99
TRAVESSEIRO,0,0,4,0,0,0,0,0,0,1,0,0,0,0
TRES ARROIOS,0,0,13,3,0,1,0,0,0,4,0,2,0,0
TRES CACHOEIRAS,0,0,126,15,21,0,3,0,0,18,0,4,1,3
TRES COROAS,1,0,309,12,50,0,6,0,0,12,0,10,37,10
TRES DE MAIO,1,0,291,11,27,0,0,0,0,32,0,13,32,20
TRES FORQUILHAS,0,0,16,2,2,0,0,0,0,0,0,0,0,0
TRES PALMEIRAS,0,0,39,7,5,0,0,0,0,1,0,2,0,0
TRES PASSOS,4,0,359,41,25,0,0,1,0,22,0,28,10,27
TRINDADE DO SUL,3,0,67,11,11,0,4,0,0,4,0,10,1,0
TRIUNFO,6,0,420,21,63,0,15,0,1,19,0,20,54,19
TUCUNDUVA,0,0,45,0,2,1,0,0,0,3,1,1,0,1
TUNAS,1,0,18,0,0,1,1,0,0,1,0,5,0,0
TUPANCI DO SUL,0,0,17,0,2,0,0,0,0,1,0,3,0,0
TUPANCIRETA,5,0,364,9,42,1,3,0,0,16,1,6,21,7
TUPANDI,0,0,18,1,3,0,0,0,0,6,0,0,1,0
TUPARENDI,0,0,78,3,2,0,0,0,0,2,0,9,2,2
TURUCU,0,0,37,0,2,0,0,0,0,2,0,1,0,1
UBIRETAMA,0,0,18,0,4,0,0,0,0,0,1,2,0,0
UNIAO DA SERRA,0,0,9,2,6,1,0,0,0,2,0,1,0,0
UNISTALDA,0,0,27,0,0,0,0,0,0,3,0,1,1,0
URUGUAIANA,22,0,1673,79,740,1,14,1,0,154,2,78,125,151
VACARIA,17,0,1405,91,218,0,15,1,0,112,2,111,97,57
VALE DO SOL,0,0,93,7,5,0,1,0,0,7,1,6,1,0
VALE REAL,0,0,28,1,8,0,1,0,0,6,0,0,2,0
VALE VERDE,0,0,33,4,4,0,4,0,0,2,0,1,0,0
VANINI,0,0,16,4,2,0,0,0,0,0,0,1,0,0
VENANCIO AIRES,12,0,725,57,158,0,15,0,0,45,4,39,174,60
VERA CRUZ,1,0,250,67,44,0,2,2,0,19,0,7,2,3
VERANOPOLIS,1,0,351,35,39,0,6,1,0,36,0,5,34,13
VESPASIANO CORREA,0,0,14,0,2,0,1,0,0,0,0,0,0,0
VIADUTOS,0,0,67,2,1,0,0,0,0,0,0,7,2,2
VIAMAO,124,0,2487,438,3777,2,672,6,0,301,4,154,181,288
VICENTE DUTRA,2,0,24,3,0,0,1,0,0,1,0,11,1,0
VICTOR GRAEFF,0,0,31,2,5,0,2,0,0,1,0,1,0,1
VILA FLORES,0,0,24,1,2,0,0,0,0,2,0,0,1,1
VILA LANGARO,0,0,19,0,0,0,0,0,0,1,0,0,0,0
VILA MARIA,1,0,49,4,6,0,7,0,0,5,0,4,0,0
VILA NOVA DO SUL,0,0,71,1,4,0,2,0,0,3,0,5,2,1
VISTA ALEGRE,1,0,23,1,2,0,0,0,0,0,0,3,0,0
VISTA ALEGRE DO PRATA,0,0,11,1,2,0,0,0,0,0,0,1,0,0
VISTA GAUCHA,0,0,22,0,2,0,0,1,0,0,0,0,0,0
VITORIA DAS MISSOES,0,0,42,0,2,0,0,0,0,2,0,2,1,0
WESTFALIA,0,0,24,1,1,0,1,0,0,2,0,1,0,0
XANGRI-LA,1,0,843,29,93,0,13,2,0,51,2,5,64,21
