Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
TAQUARUCU DO SUL,0,11,2,1,0,0,1,3,1,0
TAVARES,0,60,1,4,0,0,7,1,5,4
TENENTE PORTELA,0,150,12,11,0,3,23,8,5,4
TERRA DE AREIA,0,162,9,18,0,3,22,3,7,4
TEUTONIA,0,177,12,28,0,1,65,6,35,20
TIO HUGO,0,27,4,3,0,2,4,4,0,2
TIRADENTES DO SUL,0,36,10,2,0,1,5,4,3,3
TOROPI,0,15,1,0,0,0,3,2,0,0
TORRES,5,534,61,93,0,10,164,14,101,78
TRAMANDAI,8,1064,76,211,0,25,178,32,40,87
TRAVESSEIRO,0,7,1,0,0,0,0,0,0,0
TRES ARROIOS,0,18,1,0,0,0,3,0,0,0
TRES CACHOEIRAS,0,73,13,8,0,2,15,0,1,0
TRES COROAS,2,196,14,21,0,3,32,10,33,22
TRES DE MAIO,0,199,12,19,0,1,47,9,20,23
TRES FORQUILHAS,0,16,0,1,0,0,2,1,0,1
TRES PALMEIRAS,0,22,1,1,0,0,2,1,2,0
TRES PASSOS,2,248,22,16,0,0,36,12,23,25
TRINDADE DO SUL,0,48,6,7,0,2,5,8,7,2
TRIUNFO,2,263,11,39,0,7,30,13,53,27
TUCUNDUVA,1,39,0,1,0,0,4,1,5,2
TUNAS,0,21,1,2,0,0,4,5,0,1
TUPANCI DO SUL,0,15,0,1,0,0,1,4,0,0
TUPANCIRETA,3,266,4,34,1,5,22,9,13,9
TUPANDI,0,17,0,0,0,0,6,1,4,0
TUPARENDI,1,37,2,1,0,0,11,9,1,1
TURUCU,0,23,0,1,0,0,2,2,0,1
UBIRETAMA,0,6,0,0,0,0,3,1,0,0
UNIAO DA SERRA,0,10,0,0,0,0,2,4,0,0
UNISTALDA,0,19,0,0,0,0,2,1,1,1
URUGUAIANA,20,1456,65,538,4,13,248,62,111,173
VACARIA,8,965,46,116,0,6,133,80,115,59
VALE DO SOL,2,79,4,6,0,0,10,2,0,1
VALE REAL,0,34,0,4,0,0,11,2,5,0
VALE VERDE,1,18,2,3,0,2,3,1,0,0
VANINI,0,15,1,0,0,1,3,0,2,1
VENANCIO AIRES,8,579,37,86,2,14,83,30,82,36
VERA CRUZ,0,245,27,38,0,7,53,5,9,4
VERANOPOLIS,2,207,30,30,0,3,44,14,20,9
VESPASIANO CORREA,0,23,2,0,0,0,0,1,0,0
VIADUTOS,1,48,1,0,0,0,3,4,4,0
VIAMAO,78,1874,324,2312,2,393,502,135,242,227
VICENTE DUTRA,1,19,1,1,0,0,4,4,1,1
VICTOR GRAEFF,0,30,2,1,0,0,4,0,0,0
VILA FLORES,0,15,5,0,0,0,1,1,2,1
VILA LANGARO,0,11,1,0,0,0,0,0,0,0
VILA MARIA,0,21,9,6,0,1,12,1,3,0
VILA NOVA DO SUL,0,50,2,1,0,0,4,3,4,0
VISTA ALEGRE,1,14,0,1,0,1,2,9,1,0
VISTA ALEGRE DO PRATA,0,7,0,0,0,0,0,0,1,0
VISTA GAUCHA,0,10,0,0,0,0,1,2,1,1
VITORIA DAS MISSOES,0,28,0,0,0,0,0,1,0,0
WESTFALIA,0,10,1,0,0,1,4,1,2,0
XANGRI-LA,1,404,17,61,0,9,37,9,11,18
