Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
TAQUARUCU DO SUL,0,11,1,1,0,0,2,1,2,0
TAVARES,0,41,1,0,0,0,5,4,1,5
TENENTE PORTELA,4,127,7,16,0,1,21,14,7,5
TERRA DE AREIA,1,109,12,4,0,1,17,8,6,6
TEUTONIA,0,143,9,19,0,3,59,1,34,8
TIO HUGO,0,34,2,4,0,1,7,5,0,1
TIRADENTES DO SUL,1,18,2,6,0,0,2,4,0,0
TOROPI,0,12,0,0,0,0,0,2,0,0
TORRES,5,492,63,76,0,7,186,18,67,50
TRAMANDAI,20,1101,93,194,0,30,229,25,70,57
TRAVESSEIRO,0,5,0,0,0,0,1,1,0,0
TRES ARROIOS,0,15,0,1,0,0,4,1,1,0
TRES CACHOEIRAS,0,55,9,5,0,2,15,2,2,1
TRES COROAS,1,196,12,22,0,2,26,17,16,10
TRES DE MAIO,0,159,7,11,0,0,33,6,25,25
TRES FORQUILHAS,0,18,1,4,0,0,0,2,0,0
TRES PALMEIRAS,0,21,1,4,0,1,3,0,1,0
TRES PASSOS,3,181,11,4,0,0,39,12,17,34
TRINDADE DO SUL,4,34,3,4,0,0,6,7,4,3
TRIUNFO,3,265,10,33,0,5,39,12,33,23
TUCUNDUVA,1,34,2,1,0,0,3,1,5,1
TUNAS,2,16,1,0,0,0,4,2,0,0
TUPANCI DO SUL,0,11,0,1,0,0,0,4,0,0
TUPANCIRETA,1,217,8,23,0,1,25,8,12,7
TUPANDI,0,13,0,2,0,0,5,0,4,0
TUPARENDI,0,31,2,1,0,0,10,1,4,1
TURUCU,0,25,1,2,0,0,2,0,1,1
UBIRETAMA,0,8,0,0,0,0,0,3,0,0
UNIAO DA SERRA,0,6,0,0,0,0,0,1,0,0
UNISTALDA,0,18,0,0,0,0,3,1,0,0
URUGUAIANA,13,1262,89,412,0,11,202,63,108,76
VACARIA,8,814,22,93,0,4,140,55,92,69
VALE DO SOL,1,44,1,6,0,2,6,3,1,2
VALE REAL,0,13,1,2,0,1,9,0,4,2
VALE VERDE,0,28,0,3,0,0,0,1,0,0
VANINI,0,3,1,0,0,0,3,1,0,0
VENANCIO AIRES,9,461,20,71,0,12,84,20,49,45
VERA CRUZ,3,170,23,13,0,3,28,8,8,1
VERANOPOLIS,2,181,25,20,0,2,37,11,22,13
VESPASIANO CORREA,0,10,0,1,0,0,3,1,0,0
VIADUTOS,1,45,0,3,0,0,7,0,1,2
VIAMAO,60,1649,292,1954,2,380,440,105,246,242
VICENTE DUTRA,1,22,3,1,0,0,1,3,6,1
VICTOR GRAEFF,0,11,0,3,0,2,1,2,0,1
VILA FLORES,0,25,1,0,0,0,0,1,2,2
VILA LANGARO,0,16,0,2,0,0,3,0,1,0
VILA MARIA,0,28,3,2,0,1,8,4,1,0
VILA NOVA DO SUL,0,39,1,3,0,0,4,3,1,0
VISTA ALEGRE,0,13,2,1,0,0,1,4,1,0
VISTA ALEGRE DO PRATA,0,7,0,0,0,0,1,1,0,0
VISTA GAUCHA,1,13,0,1,0,0,4,4,1,0
VITORIA DAS MISSOES,0,21,0,2,0,0,1,4,0,0
WESTFALIA,0,20,0,0,0,0,3,0,0,0
XANGRI-LA,3,445,25,30,0,5,58,4,8,8
