Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
TAPEJARA,1,200,13,28,0,1,38,14,22,12
TAPERA,1,92,9,4,0,3,16,3,12,10
TAPES,4,270,11,41,0,5,24,11,12,5
TAQUARA,9,579,72,114,1,43,116,21,56,41
TAQUARI,4,218,12,22,0,10,51,9,23,10
TAQUARUCU DO SUL,0,10,1,0,0,0,3,1,3,1
TAVARES,1,54,5,1,0,0,5,4,4,7
TENENTE PORTELA,3,143,26,16,0,2,21,10,12,9
TERRA DE AREIA,1,143,4,19,0,3,18,6,5,8
TEUTONIA,3,202,16,21,0,7,57,5,20,8
TIO HUGO,0,22,3,3,0,6,1,3,0,1
TIRADENTES DO SUL,2,31,3,3,0,0,2,4,5,1
TOROPI,1,26,0,0,0,0,2,0,0,0
TORRES,10,566,63,72,0,3,133,15,127,70
TRAMANDAI,17,1095,83,244,0,43,181,32,44,76
TRAVESSEIRO,0,2,1,0,0,0,2,0,0,0
TRES ARROIOS,0,15,0,0,0,0,4,2,0,0
TRES CACHOEIRAS,0,76,11,11,0,1,21,0,5,1
TRES COROAS,0,208,17,26,0,1,34,11,33,19
TRES DE MAIO,2,226,10,18,1,2,30,12,21,17
TRES FORQUILHAS,0,15,0,5,0,0,3,0,1,2
TRES PALMEIRAS,0,19,1,2,0,1,2,6,4,1
TRES PASSOS,6,207,15,13,0,1,31,21,13,32
TRINDADE DO SUL,1,58,5,2,0,3,2,4,6,1
TRIUNFO,3,287,10,40,2,13,36,13,43,24
TUCUNDUVA,0,42,0,2,0,0,3,2,3,0
TUNAS,0,17,0,0,1,0,0,6,2,0
TUPANCI DO SUL,0,10,0,0,0,1,1,1,0,1
TUPANCIRETA,2,218,5,30,1,1,29,11,15,11
TUPANDI,0,16,1,2,0,0,3,0,1,0
TUPARENDI,1,52,2,1,0,0,8,3,0,3
TURUCU,0,26,1,1,0,0,1,0,0,0
UBIRETAMA,0,8,0,3,0,0,0,0,0,1
UNIAO DA SERRA,0,6,0,0,0,0,0,0,0,0
UNISTALDA,0,20,0,0,0,0,2,1,2,0
URUGUAIANA,15,1432,69,432,0,15,233,61,130,101
VACARIA,8,976,55,168,0,6,135,68,117,62
VALE DO SOL,1,84,8,6,0,2,7,7,1,1
VALE REAL,0,24,1,2,0,1,4,3,6,1
VALE VERDE,1,36,1,2,0,2,1,2,0,0
VANINI,0,10,0,1,0,1,0,0,2,0
VENANCIO AIRES,17,602,42,89,0,15,90,23,97,56
VERA CRUZ,2,215,22,24,0,3,43,11,7,4
VERANOPOLIS,2,228,23,12,0,2,42,11,23,18
VESPASIANO CORREA,0,6,1,0,0,0,1,0,0,0
VIADUTOS,0,44,1,0,0,0,6,1,6,1
VIAMAO,75,1990,291,2120,1,474,443,133,252,270
VICENTE DUTRA,1,19,1,1,0,0,2,2,0,3
VICTOR GRAEFF,0,17,1,3,0,1,3,1,2,0
VILA FLORES,0,30,2,0,0,1,8,0,1,2
VILA LANGARO,0,13,1,0,0,0,1,0,0,0
VILA MARIA,0,23,2,7,0,4,5,2,2,0
VILA NOVA DO SUL,0,52,0,3,0,0,2,1,0,1
VISTA ALEGRE,0,15,0,0,0,0,3,1,1,0
VISTA ALEGRE DO PRATA,0,13,1,1,0,1,1,0,0,0
VISTA GAUCHA,0,6,1,0,0,0,2,1,0,1
VITORIA DAS MISSOES,0,15,0,3,0,1,3,2,0,0
WESTFALIA,0,10,1,2,0,0,2,1,0,0
XANGRI-LA,1,438,22,37,0,1,41,11,11,17
