Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
TAPERA,0,83,10,7,0,2,15,4,16,20
TAPES,2,267,10,36,0,1,25,12,12,3
TAQUARA,7,537,80,147,0,50,107,29,44,41
TAQUARI,3,241,20,38,0,2,40,12,17,8
TAQUARUCU DO SUL,0,12,3,0,0,0,3,1,1,1
TAVARES,2,59,3,1,0,0,10,2,3,4
TENENTE PORTELA,2,142,15,8,0,0,16,7,8,8
TERRA DE AREIA,0,148,9,22,0,8,16,4,4,8
TEUTONIA,1,195,15,28,0,5,62,6,32,13
TIO HUGO,0,28,3,4,1,3,4,0,1,0
TIRADENTES DO SUL,0,29,4,2,0,0,4,2,1,2
TOROPI,1,22,0,1,0,0,1,1,0,1
TORRES,2,511,34,78,0,6,150,18,84,47
TRAMANDAI,12,1066,60,231,1,12,239,33,56,79
TRAVESSEIRO,0,5,0,0,0,0,0,2,0,0
TRES ARROIOS,0,14,0,0,1,0,5,0,0,0
TRES CACHOEIRAS,0,88,9,13,0,6,9,2,3,3
TRES COROAS,2,176,13,16,0,2,35,6,22,19
TRES DE MAIO,2,213,10,21,0,0,47,8,24,18
TRES FORQUILHAS,0,18,1,1,0,0,2,2,0,1
TRES PALMEIRAS,0,15,1,2,0,0,1,1,1,0
TRES PASSOS,3,241,14,15,0,0,38,16,23,26
TRINDADE DO SUL,2,53,10,5,0,0,4,6,8,1
TRIUNFO,4,302,19,50,0,9,36,14,59,30
TUCUNDUVA,0,52,1,0,0,0,10,1,3,1
TUNAS,0,12,0,0,0,0,4,4,1,1
TUPANCI DO SUL,0,15,0,0,0,0,0,1,0,0
TUPANCIRETA,3,273,8,32,0,0,26,7,18,17
TUPANDI,0,14,0,0,0,0,6,0,4,0
TUPARENDI,1,46,1,0,0,0,13,4,2,0
TURUCU,0,38,0,1,0,0,1,0,0,0
UBIRETAMA,0,7,0,0,0,0,4,1,0,0
UNIAO DA SERRA,0,4,2,0,0,0,0,0,0,0
UNISTALDA,0,13,0,0,0,0,1,0,0,0
URUGUAIANA,10,1419,65,492,0,7,273,52,156,163
VACARIA,8,952,41,146,0,6,126,79,98,64
VALE DO SOL,0,72,4,8,0,1,10,3,1,2
VALE REAL,1,23,0,6,0,1,6,1,6,3
VALE VERDE,1,48,1,3,0,0,1,0,0,0
VANINI,0,10,2,0,0,0,2,1,0,0
VENANCIO AIRES,8,629,39,86,0,9,119,19,90,47
VERA CRUZ,1,231,47,39,0,1,41,8,10,4
VERANOPOLIS,2,229,17,21,0,5,44,12,31,11
VESPASIANO CORREA,0,6,0,2,0,1,5,0,0,0
VIADUTOS,0,29,0,0,0,0,8,2,2,1
VIAMAO,82,1894,270,2180,2,430,443,106,334,279
VICENTE DUTRA,0,16,1,2,0,0,3,7,2,0
VICTOR GRAEFF,0,22,3,4,0,1,3,0,1,1
VILA FLORES,0,22,3,4,0,0,3,0,0,0
VILA LANGARO,0,7,0,1,0,0,3,0,0,0
VILA MARIA,0,34,2,5,0,0,14,1,4,0
VILA NOVA DO SUL,0,48,0,1,0,0,7,1,0,0
VISTA ALEGRE,0,22,0,1,1,0,2,2,0,0
VISTA ALEGRE DO PRATA,0,8,0,0,0,0,0,0,0,1
VISTA GAUCHA,0,21,0,0,0,0,0,3,0,1
VITORIA DAS MISSOES,1,20,1,0,0,0,1,0,1,0
WESTFALIA,0,10,1,0,0,0,4,0,0,0
XANGRI-LA,3,470,12,50,0,8,42,4,8,10
