Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
SOLEDADE,6,442,18,46,1,7,47,37,41,24
TABAI,0,31,2,5,0,1,2,0,0,1
TAPEJARA,1,177,15,11,0,3,62,10,27,11
TAPERA,1,74,17,6,0,0,13,10,11,18
TAPES,7,279,6,27,0,2,21,5,22,12
TAQUARA,6,555,77,96,0,38,121,32,53,48
TAQUARI,3,236,12,22,0,6,45,5,18,11
TAQUARUCU DO SUL,0,13,0,1,0,0,2,1,0,0
TAVARES,2,53,1,3,0,1,9,4,3,10
TENENTE PORTELA,2,138,19,9,0,0,12,8,3,6
TERRA DE AREIA,0,129,3,11,2,1,16,6,7,18
TEUTONIA,1,197,8,21,0,4,76,3,32,7
TIO HUGO,0,30,1,12,0,2,3,3,2,2
TIRADENTES DO SUL,0,16,3,1,0,1,4,3,0,2
TOROPI,0,19,0,0,0,0,0,1,0,0
TORRES,5,692,55,108,0,10,204,15,169,107
TRAMANDAI,9,1512,176,232,1,41,281,28,128,113
TRAVESSEIRO,0,3,0,1,0,0,4,1,0,0
TRES ARROIOS,0,13,2,1,0,0,2,0,0,0
TRES CACHOEIRAS,0,61,7,11,0,0,29,0,7,0
TRES COROAS,0,210,14,29,1,3,42,8,26,12
TRES DE MAIO,0,182,7,11,0,3,40,7,22,13
TRES FORQUILHAS,0,14,2,1,0,1,2,1,0,1
TRES PALMEIRAS,0,27,1,1,0,0,2,1,0,0
TRES PASSOS,1,261,14,15,0,1,40,13,18,35
TRINDADE DO SUL,1,41,5,3,0,0,8,7,6,5
TRIUNFO,6,234,11,26,0,12,35,19,36,24
TUCUNDUVA,1,47,2,1,0,0,11,2,0,0
TUNAS,0,10,0,0,0,0,2,2,1,0
TUPANCI DO SUL,0,9,0,0,0,0,2,3,0,0
TUPANCIRETA,1,243,6,31,0,1,18,8,8,10
TUPANDI,0,12,1,0,0,0,6,0,3,2
TUPARENDI,1,51,3,2,0,0,12,5,1,0
TURUCU,0,28,0,1,0,0,3,1,2,0
UBIRETAMA,0,13,1,1,0,0,1,0,0,0
UNIAO DA SERRA,0,9,0,1,0,0,2,3,0,0
UNISTALDA,0,17,1,0,0,0,4,0,0,0
URUGUAIANA,26,1349,53,422,2,8,222,66,131,108
VACARIA,18,895,58,123,0,5,144,58,78,67
VALE DO SOL,0,54,0,3,0,1,5,3,0,0
VALE REAL,0,17,2,1,0,0,13,0,2,1
VALE VERDE,0,27,2,2,0,0,1,1,0,0
VANINI,0,14,0,0,0,0,3,1,1,0
VENANCIO AIRES,6,513,36,81,0,15,91,28,44,34
VERA CRUZ,4,199,21,25,0,3,39,8,10,2
VERANOPOLIS,3,235,30,21,0,1,48,5,25,16
VESPASIANO CORREA,0,9,0,1,0,0,1,0,0,0
VIADUTOS,0,48,1,1,0,0,1,0,3,0
VIAMAO,75,1869,299,1842,2,439,488,113,261,218
VICENTE DUTRA,2,27,1,0,0,1,0,4,2,1
VICTOR GRAEFF,0,17,1,5,0,3,5,0,0,1
VILA FLORES,0,14,2,0,0,1,1,4,1,0
VILA LANGARO,0,8,1,0,0,1,1,1,0,0
VILA MARIA,0,41,2,2,0,2,7,4,0,1
VILA NOVA DO SUL,0,55,0,2,0,1,3,2,0,0
VISTA ALEGRE,1,10,0,0,0,0,1,1,1,0
VISTA ALEGRE DO PRATA,0,6,0,1,0,0,1,0,1,0
VISTA GAUCHA,0,8,0,0,0,0,3,2,0,1
VITORIA DAS MISSOES,0,19,1,0,0,0,1,2,1,0
WESTFALIA,0,18,0,0,0,0,6,0,0,0
XANGRI-LA,1,572,14,62,0,7,101,3,69,31
