Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
TAQUARUCU DO SUL,0,12,2,0,0,0,2,2,0,0
TAVARES,2,49,2,3,0,0,10,0,2,7
TENENTE PORTELA,1,142,14,5,0,2,9,8,6,1
TERRA DE AREIA,2,141,10,14,0,0,15,6,10,9
TEUTONIA,2,189,15,33,0,2,93,4,38,7
TIO HUGO,0,21,1,2,0,1,3,0,0,2
TIRADENTES DO SUL,0,19,4,3,0,0,4,7,2,1
TOROPI,0,14,0,0,0,0,2,2,0,0
TORRES,7,484,27,105,0,15,166,7,124,67
TRAMANDAI,16,1074,102,237,1,22,170,26,53,68
TRAVESSEIRO,0,3,0,0,0,0,0,1,0,0
TRES ARROIOS,0,6,1,0,0,0,5,1,0,0
TRES CACHOEIRAS,1,66,11,10,0,2,20,2,6,2
TRES COROAS,0,209,15,30,0,1,19,9,30,9
TRES DE MAIO,0,184,13,18,0,1,36,6,20,20
TRES FORQUILHAS,0,20,2,0,0,1,1,0,0,0
TRES PALMEIRAS,1,21,6,1,0,1,3,3,4,0
TRES PASSOS,5,232,15,14,0,1,33,24,23,28
TRINDADE DO SUL,1,45,11,7,0,1,8,2,9,3
TRIUNFO,2,295,14,51,0,10,49,25,54,23
TUCUNDUVA,1,50,2,1,1,0,4,2,2,0
TUNAS,0,13,1,0,0,0,2,1,2,1
TUPANCI DO SUL,0,10,1,2,0,0,1,5,0,0
TUPANCIRETA,1,278,5,16,0,2,21,13,14,19
TUPANDI,0,6,0,2,0,0,2,1,3,0
TUPARENDI,1,41,2,3,0,0,8,3,1,1
TURUCU,1,11,1,1,1,0,2,2,0,2
UBIRETAMA,0,5,1,0,0,0,1,2,0,0
UNIAO DA SERRA,0,9,0,0,0,0,2,2,0,0
UNISTALDA,0,17,0,0,0,0,2,3,2,0
URUGUAIANA,5,1478,62,528,1,4,226,74,162,172
VACARIA,11,1091,52,119,0,3,153,55,121,77
VALE DO SOL,0,74,3,5,0,0,13,4,1,0
VALE REAL,0,26,0,0,0,1,14,2,8,1
VALE VERDE,2,30,1,3,0,0,1,3,1,1
VANINI,0,7,2,1,0,1,1,0,1,0
VENANCIO AIRES,5,576,37,81,0,8,93,22,64,53
VERA CRUZ,1,227,26,37,1,3,44,2,3,4
VERANOPOLIS,4,204,25,17,0,2,45,11,26,18
VESPASIANO CORREA,1,5,0,0,0,1,1,0,0,0
VIADUTOS,0,45,0,0,0,0,2,5,0,0
VIAMAO,68,1985,271,2344,4,405,504,116,360,278
VICENTE DUTRA,3,19,2,1,0,0,1,2,4,0
VICTOR GRAEFF,0,20,0,4,0,1,3,1,0,0
VILA FLORES,0,16,1,4,0,2,7,0,0,0
VILA LANGARO,0,8,0,0,0,0,2,1,0,0
VILA MARIA,0,37,0,9,0,6,6,4,3,0
VILA NOVA DO SUL,0,55,0,2,0,0,2,3,2,1
VISTA ALEGRE,0,12,0,0,0,0,3,2,0,0
VISTA ALEGRE DO PRATA,0,6,0,0,0,0,1,1,0,0
VISTA GAUCHA,0,9,0,0,0,0,1,1,0,1
VITORIA DAS MISSOES,0,23,1,0,0,0,3,1,0,2
WESTFALIA,0,9,0,0,0,0,3,0,0,0
XANGRI-LA,5,379,9,55,0,3,41,3,10,17
