Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
IPIRANGA DO SUL,0,15,1,0,0,0,0,0,0,0
IRAI,2,66,6,15,0,1,9,4,13,5
ITAARA,0,62,0,6,0,0,6,5,2,1
ITACURUBI,1,46,0,0,0,0,1,4,0,0
ITAPUCA,1,24,2,1,0,0,0,3,0,0
ITAQUI,2,422,18,64,0,1,46,31,21,51
ITATI,0,14,3,0,0,0,2,2,0,1
ITATIBA DO SUL,0,13,4,0,0,1,3,2,0,0
IVORA,0,11,0,1,0,0,6,0,0,0
IVOTI,0,129,20,30,0,7,37,2,28,7
JABOTICABA,0,17,2,0,0,0,5,4,2,0
JACUIZINHO,0,4,0,3,0,1,0,1,0,0
JACUTINGA,0,10,1,3,0,0,0,1,4,1
JAGUARAO,1,405,23,40,0,0,31,10,33,12
JAGUARI,0,96,0,5,0,1,10,11,9,4
JAQUIRANA,1,40,1,7,0,0,1,4,1,2
JARI,0,30,2,0,0,0,2,5,0,0
JOIA,1,34,4,3,0,0,11,8,2,1
JULIO DE CASTILHOS,2,242,7,24,0,1,29,6,18,4
LAGOA BONITA DO SUL,1,15,1,1,0,0,0,1,0,0
LAGOA DOS TRES CANTOS,0,14,1,2,0,0,2,1,2,0
LAGOA VERMELHA,2,424,17,42,1,6,61,36,36,19
LAGOAO,2,29,2,4,0,0,3,5,0,0
LAJEADO,19,983,140,216,0,38,204,50,135,93
LAJEADO DO BUGRE,0,7,0,0,0,0,0,3,0,1
LAVRAS DO SUL,0,61,0,1,0,0,6,5,3,3
LIBERATO SALZANO,0,24,0,0,0,0,1,4,1,0
LINDOLFO COLLOR,0,18,2,0,0,1,4,2,5,2
LINHA NOVA,0,3,0,2,0,0,2,0,0,0
MACAMBARA,0,31,0,0,0,0,2,1,0,1
MACHADINHO,0,45,3,1,0,1,7,4,1,0
MAMPITUBA,0,12,0,0,0,0,1,1,0,0
MANOEL VIANA,1,52,1,2,0,1,5,10,2,1
MAQUINE,1,80,3,6,0,2,8,4,4,6
MARATA,0,11,1,2,0,0,1,1,0,0
MARAU,4,436,53,42,0,18,90,16,38,11
MARCELINO RAMOS,0,37,2,2,0,0,4,1,2,2
MARIANA PIMENTEL,0,45,0,3,0,2,2,0,0,0
MARIANO MORO,0,14,0,0,0,0,0,0,0,2
MARQUES DE SOUZA,1,27,1,5,0,0,2,1,2,1
MATA,0,68,0,0,0,0,3,5,3,1
MATO CASTELHANO,0,33,0,3,0,0,2,3,0,1
MATO LEITAO,0,30,1,7,0,0,6,2,4,0
MATO QUEIMADO,0,0,0,0,0,0,3,0,0,0
MAXIMILIANO DE ALMEIDA,0,33,1,1,0,0,4,1,0,1
MINAS DO LEAO,0,72,5,11,0,0,5,0,7,4
MIRAGUAI,2,50,6,2,0,2,3,0,2,0
MONTAURI,0,6,0,1,0,0,1,3,1,0
MONTE ALEGRE DOS CAMPOS,0,16,1,0,0,0,4,3,0,0
MONTE BELO DO SUL,0,12,1,2,0,0,4,1,0,0
MONTENEGRO,9,775,37,142,2,21,102,27,219,79
MORMACO,0,11,2,2,0,0,2,2,0,0
MORRINHOS DO SUL,0,3,1,1,0,0,5,1,0,0
MORRO REDONDO,0,41,2,2,0,0,2,4,0,0
MORRO REUTER,0,28,3,2,0,1,8,1,1,1
MOSTARDAS,1,141,1,5,0,0,18,6,8,4
MUCUM,0,41,0,10,0,1,7,2,10,1
MUITOS CAPOES,1,42,2,5,0,1,1,3,0,1
MULITERNO,0,15,2,0,0,0,2,3,0,0
NAO INFORMA,0,0,0,0,0,0,0,0,0,0
NAO-ME-TOQUE,3,190,18,14,0,4,25,13,17,29
NICOLAU VERGUEIRO,0,13,0,1,0,3,3,2,1,0
NONOAI,3,138,9,8,0,2,11,10,9,4
NOVA ALVORADA,0,19,1,6,0,1,11,7,1,0
NOVA ARACA,0,51,4,6,0,1,3,0,1,0
NOVA BASSANO,0,57,6,3,0,1,14,5,6,3
NOVA BOA VISTA,0,6,0,0,0,0,2,0,0,0
NOVA BRESCIA,0,20,0,0,0,0,2,0,1,0
NOVA CANDELARIA,0,8,0,0,0,0,2,0,0,0
NOVA ESPERANCA DO SUL,0,27,2,2,0,0,3,2,2,2
NOVA HARTZ,3,123,8,30,0,8,43,4,8,8
NOVA PADUA,0,5,2,2,0,0,2,1,0,0
NOVA PALMA,0,57,1,4,0,0,17,1,0,0
NOVA PETROPOLIS,0,135,2,12,2,2,55,5,19,12
NOVA PRATA,2,187,14,24,0,4,63,12,20,20
NOVA RAMADA,0,11,0,1,0,0,5,1,0,0
