Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
SEVERIANO DE ALMEIDA,0,19,0,0,0,0,2,2,0,0
SILVEIRA MARTINS,0,13,0,2,0,0,1,2,0,0
SINIMBU,1,40,5,7,0,1,7,6,0,0
SOBRADINHO,1,324,8,23,0,0,25,4,24,10
SOLEDADE,4,615,29,44,2,2,75,21,59,42
TABAI,0,41,2,9,0,3,3,1,0,1
TAPEJARA,2,217,22,13,0,4,55,9,19,12
TAPERA,1,78,10,9,0,4,12,3,11,13
TAPES,4,308,9,40,0,4,19,11,15,12
TAQUARA,12,598,62,144,0,48,133,22,57,42
TAQUARI,0,263,17,25,1,8,37,6,25,5
TAQUARUCU DO SUL,1,14,3,0,0,0,1,1,0,0
TAVARES,1,65,3,1,0,0,7,0,10,7
TENENTE PORTELA,2,149,13,8,0,1,15,11,6,7
TERRA DE AREIA,0,141,10,20,0,2,16,2,2,5
TEUTONIA,1,210,16,22,0,4,63,6,26,9
TIO HUGO,0,20,1,4,0,1,2,0,1,1
TIRADENTES DO SUL,0,27,1,1,0,0,3,5,1,2
TOROPI,1,21,3,2,0,0,0,4,1,0
TORRES,13,653,55,120,0,17,159,14,102,63
TRAMANDAI,9,1254,114,231,1,32,169,37,64,74
TRAVESSEIRO,0,4,0,1,0,1,3,0,0,0
TRES ARROIOS,0,11,0,1,0,0,3,0,0,0
TRES CACHOEIRAS,2,54,7,9,0,0,22,2,3,1
TRES COROAS,1,227,11,29,0,3,34,12,28,9
TRES DE MAIO,2,233,5,15,0,1,28,6,23,22
TRES FORQUILHAS,0,14,0,5,0,0,4,1,0,1
TRES PALMEIRAS,1,19,1,0,0,0,4,1,3,0
TRES PASSOS,2,211,17,19,0,0,32,22,16,28
TRINDADE DO SUL,1,40,7,2,0,1,9,9,3,7
TRIUNFO,4,307,11,33,0,10,24,12,29,21
TUCUNDUVA,0,35,1,2,1,1,9,1,3,4
TUNAS,1,14,1,0,0,0,2,3,2,1
TUPANCI DO SUL,0,8,0,1,0,0,0,2,0,0
TUPANCIRETA,1,260,8,28,1,0,18,13,12,2
TUPANDI,0,21,1,0,0,0,8,0,4,0
TUPARENDI,0,35,0,1,0,0,5,2,0,1
TURUCU,1,25,0,2,0,0,4,0,1,0
UBIRETAMA,0,9,0,0,0,0,1,1,0,0
UNIAO DA SERRA,0,13,0,3,0,0,1,1,0,0
UNISTALDA,0,23,0,0,0,0,1,0,0,0
URUGUAIANA,11,1482,69,464,0,3,203,61,163,88
VACARIA,14,933,60,143,1,7,131,60,121,64
VALE DO SOL,1,76,5,11,0,2,7,8,0,2
VALE REAL,0,22,0,1,0,0,5,2,7,1
VALE VERDE,0,24,2,3,0,1,1,3,2,0
VANINI,0,17,2,0,0,0,6,0,0,0
VENANCIO AIRES,6,655,51,106,1,12,93,31,111,54
VERA CRUZ,1,229,42,39,1,2,24,7,8,1
VERANOPOLIS,1,232,21,17,0,2,45,8,25,19
VESPASIANO CORREA,0,9,0,2,0,0,1,0,0,0
VIADUTOS,0,45,1,4,0,0,5,1,0,0
VIAMAO,68,2233,340,2218,3,455,466,158,347,254
VICENTE DUTRA,0,23,2,1,0,1,1,7,0,0
VICTOR GRAEFF,2,33,3,2,0,1,5,1,0,0
VILA FLORES,0,17,0,2,0,1,6,1,3,0
VILA LANGARO,0,7,1,0,0,0,2,1,0,0
VILA MARIA,0,20,1,1,0,2,9,2,1,0
VILA NOVA DO SUL,0,59,1,4,0,0,4,7,0,1
VISTA ALEGRE,1,14,0,0,0,0,3,0,0,0
VISTA ALEGRE DO PRATA,0,8,1,1,0,0,0,1,0,0
VISTA GAUCHA,0,13,0,2,0,0,2,2,1,0
VITORIA DAS MISSOES,0,27,0,0,0,1,0,3,0,0
WESTFALIA,0,18,1,1,0,2,2,0,1,2
XANGRI-LA,1,531,17,36,0,3,46,8,11,19
