Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
SERTAO,1,38,0,2,0,1,17,5,4,1
SERTAO SANTANA,0,38,1,7,0,2,8,4,1,1
SETE DE SETEMBRO,0,23,1,2,0,0,0,1,0,0
SEVERIANO DE ALMEIDA,1,25,1,1,0,0,10,2,2,0
SILVEIRA MARTINS,0,20,0,0,0,0,3,1,2,0
SINIMBU,0,43,5,2,0,0,24,5,0,0
SOBRADINHO,2,273,6,23,0,1,27,7,14,16
SOLEDADE,4,529,22,36,1,4,72,28,62,32
TABAI,0,37,3,5,0,1,3,0,2,2
TAPEJARA,1,235,26,17,0,7,49,4,19,12
TAPERA,1,78,11,3,0,0,12,4,9,17
TAPES,3,277,9,42,0,4,19,8,13,8
TAQUARA,4,552,77,148,3,47,92,36,52,50
TAQUARI,1,251,17,24,0,5,44,5,29,7
TAQUARUCU DO SUL,0,15,1,1,0,1,0,0,0,0
TAVARES,1,73,3,3,0,0,8,2,2,1
TENENTE PORTELA,3,145,20,14,0,1,25,9,12,4
TERRA DE AREIA,0,139,11,16,0,5,12,3,5,7
TEUTONIA,0,187,19,20,0,1,59,2,28,6
TIO HUGO,1,31,5,3,0,1,3,0,0,0
TIRADENTES DO SUL,1,16,2,1,0,0,2,3,0,5
TOROPI,0,17,0,0,0,0,0,0,0,0
TORRES,8,538,63,91,0,9,128,18,102,53
TRAMANDAI,17,1128,88,274,1,37,161,34,52,89
TRAVESSEIRO,0,6,2,2,0,0,1,1,0,0
TRES ARROIOS,0,14,2,3,0,0,3,0,0,1
TRES CACHOEIRAS,0,88,11,10,0,2,15,2,2,2
TRES COROAS,4,213,11,22,0,4,40,7,28,12
TRES DE MAIO,4,246,8,25,0,1,37,11,30,13
TRES FORQUILHAS,0,19,0,1,0,0,2,1,0,0
TRES PALMEIRAS,1,19,2,2,0,0,1,0,1,0
TRES PASSOS,0,238,11,21,0,1,40,15,32,32
TRINDADE DO SUL,1,54,6,2,0,1,2,3,10,4
TRIUNFO,4,362,12,32,0,13,49,14,53,25
TUCUNDUVA,0,45,2,2,0,0,7,1,6,0
TUNAS,0,18,0,1,0,0,1,3,1,2
TUPANCI DO SUL,1,11,0,0,0,0,2,0,0,0
TUPANCIRETA,3,231,10,19,1,0,13,11,21,10
TUPANDI,0,18,4,2,0,1,1,1,5,0
TUPARENDI,0,50,1,1,0,0,10,4,3,1
TURUCU,0,28,1,3,0,0,2,1,3,1
UBIRETAMA,0,11,0,0,0,0,1,0,0,0
UNIAO DA SERRA,0,4,0,4,1,0,0,5,0,0
UNISTALDA,0,23,0,0,0,0,3,2,1,0
URUGUAIANA,16,1519,69,539,0,13,257,65,154,111
VACARIA,10,986,57,159,0,9,125,77,100,70
VALE DO SOL,0,84,7,6,0,1,6,7,1,0
VALE REAL,2,13,2,4,0,1,3,2,1,1
VALE VERDE,0,28,0,1,0,3,2,2,0,0
VANINI,0,11,0,0,0,0,0,0,1,0
VENANCIO AIRES,6,670,39,74,0,17,103,28,76,59
VERA CRUZ,0,249,30,22,0,1,34,10,9,5
VERANOPOLIS,1,271,15,24,0,0,44,8,37,23
VESPASIANO CORREA,0,7,0,0,0,0,3,0,0,0
VIADUTOS,0,28,0,2,0,0,5,3,2,1
VIAMAO,73,2025,315,2309,2,428,469,128,325,291
VICENTE DUTRA,2,17,1,1,0,1,1,6,0,1
VICTOR GRAEFF,0,24,3,2,0,0,1,2,0,0
VILA FLORES,0,23,1,1,0,0,4,1,1,2
VILA LANGARO,0,11,0,1,0,0,4,0,0,0
VILA MARIA,0,41,5,5,0,3,5,1,2,0
VILA NOVA DO SUL,0,50,0,2,0,0,3,1,1,1
VISTA ALEGRE,0,12,0,1,0,0,1,0,0,1
VISTA ALEGRE DO PRATA,0,6,0,1,0,0,0,0,0,0
VISTA GAUCHA,0,12,0,0,0,0,4,1,0,0
VITORIA DAS MISSOES,0,27,1,0,0,0,3,3,1,0
WESTFALIA,0,8,0,0,0,0,4,1,0,0
XANGRI-LA,1,457,19,51,0,8,43,6,9,23
