Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
TEUTONIA,2,190,11,29,0,1,49,3,24,8
TIO HUGO,0,32,5,4,0,1,7,1,0,1
TIRADENTES DO SUL,0,17,3,3,0,1,2,2,1,2
TOROPI,0,20,1,0,0,0,0,1,1,0
TORRES,7,1101,88,118,0,11,208,27,273,125
TRAMANDAI,22,2291,254,404,0,35,288,47,242,215
TRAVESSEIRO,0,6,0,0,0,0,1,0,0,0
TRES ARROIOS,0,10,0,1,0,0,3,1,0,0
TRES CACHOEIRAS,0,103,11,6,1,0,19,2,3,2
TRES COROAS,0,250,11,27,0,2,31,9,25,12
TRES DE MAIO,1,199,17,18,0,1,30,4,15,11
TRES FORQUILHAS,0,16,1,2,1,0,1,0,0,0
TRES PALMEIRAS,0,23,3,0,0,1,1,3,1,0
TRES PASSOS,6,228,13,15,0,0,26,13,14,30
TRINDADE DO SUL,1,39,2,2,0,0,6,4,6,3
TRIUNFO,8,301,14,34,0,3,25,19,42,24
TUCUNDUVA,0,37,3,3,0,0,4,0,1,0
TUNAS,0,6,1,0,0,0,7,4,0,1
TUPANCI DO SUL,0,11,0,0,0,0,2,2,0,0
TUPANCIRETA,0,238,2,26,0,1,23,11,14,7
TUPANDI,0,16,2,2,0,0,5,0,4,0
TUPARENDI,0,48,1,0,0,0,6,6,0,5
TURUCU,0,17,1,0,0,0,1,0,1,0
UBIRETAMA,0,3,0,0,0,0,0,0,0,0
UNIAO DA SERRA,0,10,0,0,0,0,0,0,0,0
UNISTALDA,0,15,0,0,0,0,0,0,0,0
URUGUAIANA,13,1410,61,473,0,10,175,60,120,116
VACARIA,7,899,49,126,1,9,123,49,105,64
VALE DO SOL,1,70,2,5,0,1,10,2,0,2
VALE REAL,0,25,3,5,0,0,5,1,2,3
VALE VERDE,1,16,1,1,0,0,2,1,0,0
VANINI,1,10,3,1,0,0,3,1,2,0
VENANCIO AIRES,9,601,47,106,0,17,77,33,65,19
VERA CRUZ,3,221,28,30,0,3,23,7,8,3
VERANOPOLIS,2,216,17,12,0,1,45,12,39,18
VESPASIANO CORREA,0,16,0,0,0,0,0,0,0,0
VIADUTOS,0,66,4,0,0,0,2,2,5,2
VIAMAO,90,2048,286,2295,7,480,429,122,214,186
VICENTE DUTRA,1,14,2,0,0,0,3,2,2,1
VICTOR GRAEFF,0,15,2,2,0,2,5,2,0,0
VILA FLORES,0,21,0,2,0,2,2,0,0,0
VILA LANGARO,0,11,1,0,0,0,0,0,0,0
VILA MARIA,1,22,2,6,0,0,5,3,1,0
VILA NOVA DO SUL,0,59,3,3,0,0,4,0,2,1
VISTA ALEGRE,0,15,0,2,0,0,1,1,0,0
VISTA ALEGRE DO PRATA,0,4,0,0,0,0,0,0,0,0
VISTA GAUCHA,0,10,0,0,0,0,3,0,1,0
VITORIA DAS MISSOES,0,22,0,1,0,1,6,0,0,0
WESTFALIA,0,17,0,1,0,1,4,1,0,0
XANGRI-LA,4,1665,38,167,0,10,115,12,202,53
