Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
TEUTONIA,1,173,13,33,0,1,54,6,28,10
TIO HUGO,0,24,1,6,0,0,4,5,2,1
TIRADENTES DO SUL,0,17,0,2,1,0,5,3,2,5
TOROPI,0,16,0,0,0,0,0,2,2,0
TORRES,11,776,75,99,1,12,151,18,203,90
TRAMANDAI,17,1752,193,316,2,42,220,36,163,138
TRAVESSEIRO,0,4,0,0,0,0,1,0,0,0
TRES ARROIOS,0,10,0,0,0,0,3,0,0,0
TRES CACHOEIRAS,0,83,4,10,0,0,22,1,1,3
TRES COROAS,1,181,3,20,0,6,30,11,26,24
TRES DE MAIO,3,212,11,22,0,0,32,9,11,10
TRES FORQUILHAS,0,14,1,1,0,0,1,1,0,1
TRES PALMEIRAS,0,20,1,3,0,2,3,2,0,0
TRES PASSOS,1,201,9,16,0,0,36,18,16,30
TRINDADE DO SUL,2,34,4,0,0,1,5,4,2,0
TRIUNFO,2,266,15,27,0,12,28,13,46,35
TUCUNDUVA,0,40,4,1,0,0,6,2,3,1
TUNAS,1,12,3,1,0,0,1,2,0,0
TUPANCI DO SUL,0,7,0,0,0,0,1,1,0,0
TUPANCIRETA,0,222,8,31,0,0,20,5,10,8
TUPANDI,0,12,0,1,0,1,5,1,3,1
TUPARENDI,0,43,2,2,0,0,9,1,0,1
TURUCU,0,23,0,1,0,0,1,3,0,0
UBIRETAMA,0,8,1,2,0,0,0,1,0,0
UNIAO DA SERRA,0,5,0,0,0,0,1,0,0,0
UNISTALDA,1,12,1,0,0,0,0,1,0,0
URUGUAIANA,9,1351,66,464,4,7,190,34,95,83
VACARIA,6,800,37,117,0,8,117,52,95,47
VALE DO SOL,1,53,3,5,0,1,7,5,0,0
VALE REAL,0,28,5,1,0,0,5,0,3,0
VALE VERDE,0,25,0,6,0,0,0,1,0,0
VANINI,0,15,0,1,0,0,1,0,1,0
VENANCIO AIRES,9,582,43,97,0,30,77,23,60,26
VERA CRUZ,3,242,36,36,0,2,25,5,5,3
VERANOPOLIS,1,266,21,17,0,4,33,10,35,16
VESPASIANO CORREA,0,10,0,0,0,1,1,0,0,0
VIADUTOS,0,45,0,0,0,0,2,2,3,1
VIAMAO,93,2019,284,2094,2,397,345,126,279,208
VICENTE DUTRA,0,22,0,0,0,1,1,5,3,1
VICTOR GRAEFF,0,18,0,2,0,1,6,0,0,1
VILA FLORES,0,19,0,1,0,1,3,2,1,0
VILA LANGARO,0,9,0,0,0,0,2,1,0,0
VILA MARIA,1,24,2,3,0,1,7,4,0,0
VILA NOVA DO SUL,0,63,2,1,0,0,1,4,3,0
VISTA ALEGRE,0,7,2,1,0,1,2,5,0,0
VISTA ALEGRE DO PRATA,0,12,0,0,0,0,0,0,0,0
VISTA GAUCHA,0,7,0,2,0,0,1,0,1,0
VITORIA DAS MISSOES,0,16,1,0,0,0,0,1,0,0
WESTFALIA,0,13,0,2,0,0,6,0,1,0
XANGRI-LA,2,2299,36,198,0,5,76,8,306,47
