Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
ROLANTE,1,117,6,19,0,3,25,4,28,6
RONDA ALTA,0,58,9,14,0,3,14,5,4,2
RONDINHA,0,22,3,2,0,0,10,0,1,0
ROQUE GONZALES,0,41,3,1,0,1,2,7,7,2
ROSARIO DO SUL,5,458,8,37,0,2,53,34,24,51
SAGRADA FAMILIA,0,12,0,1,0,1,2,4,0,0
SALDANHA MARINHO,0,11,1,0,0,0,2,0,0,0
SALTO DO JACUI,2,114,4,9,0,1,78,12,12,7
SALVADOR DAS MISSOES,0,22,1,2,0,0,2,1,0,0
SALVADOR DO SUL,0,47,2,4,0,0,4,0,6,0
SANANDUVA,0,122,7,5,0,1,17,11,4,4
SANTA BARBARA DO SUL,0,79,1,3,0,1,17,4,5,2
SANTA CECILIA DO SUL,1,14,1,0,0,0,4,2,0,1
SANTA CLARA DO SUL,0,29,2,0,0,0,9,0,2,0
SANTA CRUZ DO SUL,14,1456,288,322,1,20,304,54,76,132
SANTA MARGARIDA DO SUL,0,32,0,0,0,0,1,2,0,0
SANTA MARIA,36,3355,224,1030,1,27,811,171,304,268
SANTA MARIA DO HERVAL,0,13,2,0,0,0,5,2,1,0
SANTA ROSA,3,641,37,62,0,5,136,38,140,70
SANTA TEREZA,0,10,1,0,0,0,2,0,0,0
SANTA TEREzA,0,0,0,0,0,0,0,1,0,0
SANTA VITORIA DO PALMAR,3,459,19,54,0,1,48,11,14,20
SANTANA DA BOA VISTA,0,49,2,7,0,0,3,1,2,1
SANTANA DO LIVRAMENTO,4,952,67,133,0,8,136,40,96,24
SANTIAGO,3,460,11,31,0,3,127,38,92,84
SANTO ANGELO,8,1074,68,138,0,3,147,35,115,50
SANTO ANTONIO DA PATRULHA,3,388,37,69,1,11,66,18,40,22
SANTO ANTONIO DAS MISSOES,1,107,0,1,0,1,7,6,10,2
SANTO ANTONIO DO PALMA,0,16,3,0,0,0,3,0,0,0
SANTO ANTONIO DO PLANALTO,0,11,0,0,0,2,2,2,0,0
SANTO AUGUSTO,0,107,6,13,0,0,14,17,5,6
SANTO CRISTO,1,40,0,1,0,0,13,4,6,2
SANTO EXPEDITO DO SUL,0,9,1,1,0,0,2,3,0,0
SAO BORJA,5,711,27,112,0,4,116,26,63,81
SAO DOMINGOS DO SUL,0,21,0,1,0,0,6,1,1,0
SAO FRANCISCO DE ASSIS,0,179,0,7,0,0,39,6,16,9
SAO FRANCISCO DE PAULA,2,266,5,35,0,5,38,11,10,9
SAO GABRIEL,2,628,25,42,0,1,85,45,52,87
SAO JERONIMO,4,244,7,24,0,1,28,10,32,27
SAO JOAO DA URTIGA,0,23,2,1,0,0,6,4,0,0
SAO JOAO DO POLESINE,0,22,0,1,0,0,3,2,0,0
