Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
SOLEDADE,9,463,26,52,1,6,45,37,44,35
TABAI,1,29,5,2,0,5,3,2,1,1
TAPEJARA,1,212,18,10,0,3,63,8,16,10
TAPERA,1,69,4,15,0,1,20,8,14,23
TAPES,3,268,8,25,0,4,22,6,6,8
TAQUARA,8,514,91,108,0,42,110,23,60,49
TAQUARI,2,203,3,34,0,4,54,11,39,7
TAQUARUCU DO SUL,1,15,2,1,0,0,2,2,1,0
TAVARES,1,54,1,3,0,0,11,5,2,6
TENENTE PORTELA,3,157,18,12,0,0,19,12,10,6
TERRA DE AREIA,0,150,7,11,1,5,14,5,5,7
TEUTONIA,2,177,6,24,0,1,93,6,38,11
TIO HUGO,0,16,1,4,0,2,2,1,0,0
TIRADENTES DO SUL,3,23,4,6,0,0,3,6,2,1
TOROPI,0,15,2,0,0,0,1,3,0,0
TORRES,9,497,34,95,0,8,190,17,111,60
TRAMANDAI,9,1022,80,230,0,30,168,17,45,64
TRAVESSEIRO,0,6,0,0,0,0,0,2,0,0
TRES ARROIOS,0,16,0,0,0,0,3,2,0,0
TRES CACHOEIRAS,0,100,7,8,0,2,27,2,4,1
TRES COROAS,0,192,6,19,1,5,38,4,21,14
TRES DE MAIO,1,172,11,24,0,0,41,9,30,9
TRES FORQUILHAS,0,14,0,2,0,0,3,4,0,0
TRES PALMEIRAS,0,21,0,3,0,0,1,2,0,1
TRES PASSOS,3,279,17,23,0,2,47,17,26,41
TRINDADE DO SUL,3,30,4,6,0,0,7,15,8,2
TRIUNFO,1,259,10,29,0,15,31,16,71,19
TUCUNDUVA,1,30,3,0,0,0,5,4,2,4
TUNAS,1,16,0,1,0,1,2,3,1,0
TUPANCI DO SUL,0,14,0,2,0,0,1,5,0,0
TUPANCIRETA,4,252,3,40,0,1,16,13,18,6
TUPANDI,0,19,2,1,0,0,4,1,5,0
TUPARENDI,0,44,0,2,0,0,12,5,6,5
TURUCU,0,27,1,0,0,0,2,0,0,1
UBIRETAMA,0,7,0,0,0,0,1,1,0,0
UNIAO DA SERRA,0,7,0,0,0,0,2,0,0,0
UNISTALDA,0,23,0,0,0,0,2,1,1,0
URUGUAIANA,18,1391,95,430,1,13,225,61,128,135
VACARIA,12,905,46,152,1,3,157,68,99,67
VALE DO SOL,0,66,10,4,0,0,13,5,2,0
VALE REAL,0,24,1,1,0,2,9,0,3,0
VALE VERDE,0,38,1,1,0,0,0,1,0,0
VANINI,0,12,2,1,0,0,2,0,2,0
VENANCIO AIRES,9,559,34,71,4,9,90,16,45,32
VERA CRUZ,1,201,22,40,0,0,38,7,5,3
VERANOPOLIS,3,182,23,20,0,2,37,11,23,9
VESPASIANO CORREA,0,14,1,1,0,0,1,1,0,0
VIADUTOS,0,37,0,0,0,0,5,9,0,0
VIAMAO,68,1805,298,2236,4,421,427,111,218,215
VICENTE DUTRA,1,17,0,1,0,0,0,14,1,3
VICTOR GRAEFF,0,17,3,8,0,0,1,4,0,1
VILA FLORES,1,18,1,0,0,0,1,3,1,0
VILA LANGARO,0,9,0,0,0,0,0,0,0,0
VILA MARIA,0,26,3,1,0,3,13,7,2,0
VILA NOVA DO SUL,1,60,0,1,0,0,5,4,0,0
VISTA ALEGRE,1,11,1,2,0,0,3,6,0,0
VISTA ALEGRE DO PRATA,0,5,0,1,0,0,0,1,0,0
VISTA GAUCHA,0,9,0,1,0,0,3,2,2,1
VITORIA DAS MISSOES,0,15,1,0,0,0,2,5,1,0
WESTFALIA,0,9,0,2,0,1,0,0,0,0
XANGRI-LA,2,471,18,37,0,6,46,3,4,15
