Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
TAQUARUCU DO SUL,1,13,0,3,0,0,5,3,0,1
TAVARES,0,56,2,4,0,0,8,0,9,4
TENENTE PORTELA,2,160,15,10,0,0,15,8,9,7
TERRA DE AREIA,0,141,9,15,2,3,22,3,6,14
TEUTONIA,2,201,5,31,0,1,79,4,41,17
TIO HUGO,0,25,4,5,0,2,3,3,0,3
TIRADENTES DO SUL,0,15,0,1,0,0,6,4,1,3
TOROPI,0,21,1,0,0,0,1,2,0,0
TORRES,7,513,48,67,0,5,177,14,99,66
TRAMANDAI,10,1159,120,226,0,27,163,20,64,62
TRAVESSEIRO,0,4,0,0,0,0,1,0,0,0
TRES ARROIOS,0,19,0,2,0,0,3,0,0,1
TRES CACHOEIRAS,0,101,8,6,0,3,26,3,11,0
TRES COROAS,0,237,5,30,0,3,40,5,22,17
TRES DE MAIO,2,187,10,5,0,2,65,12,33,16
TRES FORQUILHAS,0,20,0,1,0,0,2,3,0,0
TRES PALMEIRAS,0,20,2,0,0,0,4,3,1,0
TRES PASSOS,2,230,13,12,0,2,41,15,30,23
TRINDADE DO SUL,0,32,1,3,0,1,7,10,5,1
TRIUNFO,5,327,15,36,1,12,40,12,66,13
TUCUNDUVA,0,33,5,2,0,0,6,2,2,1
TUNAS,1,10,0,0,0,0,3,6,0,0
TUPANCI DO SUL,0,9,0,1,0,0,3,3,0,0
TUPANCIRETA,2,236,7,21,0,0,31,11,15,5
TUPANDI,0,12,0,1,0,1,9,1,3,1
TUPARENDI,0,46,1,1,0,0,9,2,4,2
TURUCU,0,18,0,2,0,0,3,2,0,0
UBIRETAMA,0,8,0,0,0,0,0,3,0,0
UNIAO DA SERRA,0,5,1,0,0,0,0,1,0,0
UNISTALDA,0,13,0,0,0,0,3,2,1,0
URUGUAIANA,16,1477,87,527,0,12,265,76,109,111
VACARIA,7,951,43,171,1,3,174,60,109,82
VALE DO SOL,2,73,6,3,0,2,21,4,0,1
VALE REAL,0,19,2,2,0,0,9,1,1,1
VALE VERDE,0,39,0,1,0,2,1,2,0,0
VANINI,0,7,0,0,0,0,3,2,2,1
VENANCIO AIRES,4,589,38,79,0,23,97,20,64,42
VERA CRUZ,2,166,21,27,0,1,34,7,5,2
VERANOPOLIS,4,219,22,21,0,3,35,16,35,23
VESPASIANO CORREA,0,10,1,3,0,0,2,0,0,0
VIADUTOS,1,50,3,0,0,0,6,4,1,0
VIAMAO,69,1935,343,2285,0,485,468,130,237,258
VICENTE DUTRA,1,28,2,0,2,0,1,16,1,1
VICTOR GRAEFF,0,26,3,5,0,0,3,2,1,3
VILA FLORES,0,19,1,2,0,1,3,1,0,0
VILA LANGARO,0,10,0,0,0,0,1,1,1,1
VILA MARIA,0,17,5,2,0,4,11,4,1,1
VILA NOVA DO SUL,0,49,1,1,0,1,6,1,0,1
VISTA ALEGRE,0,7,1,1,0,0,2,5,0,1
VISTA ALEGRE DO PRATA,0,5,1,0,0,0,1,0,0,0
VISTA GAUCHA,0,8,1,0,0,0,2,2,2,0
VITORIA DAS MISSOES,2,14,3,1,0,0,1,5,0,0
WESTFALIA,0,16,1,1,0,1,1,0,0,0
XANGRI-LA,5,511,13,32,0,7,48,8,11,22
